"","long","lat","id"
"1",127.030423833783,38.5143081965756,103
"2",127.025362026776,38.5044247491079,104
"3",127.01660525089,38.4936434511355,105
"4",127.006297693892,38.4894781213746,106
"5",127.001866728178,38.4833570644946,107
"6",127.009865065186,38.4724427235555,108
"7",127.007993261732,38.4661616897678,109
"8",126.99420955105,38.4622672904073,110
"9",126.986156578269,38.462013308472,111
"10",126.977978101396,38.4595386475205,112
"11",126.972221112766,38.4556732007071,113
"12",126.971762659995,38.4455867417786,114
"13",126.972779135171,38.4358052470607,115
"14",126.967499035166,38.4301990629894,116
"15",126.974029474056,38.4233021707517,117
"16",126.979051665735,38.4040041575337,118
"17",126.981767774237,38.387298729285,119
"18",126.981460119839,38.3775672179083,120
"19",126.989000643191,38.3649121851278,121
"20",126.970946784184,38.4420482774764,122
"21",126.964125023096,38.4308779278105,123
"22",126.941746458552,38.4152500340859,124
"23",126.925476878303,38.414372875418,125
"24",126.906492212023,38.4165341108098,126
"25",126.889958712007,38.4097556911914,127
"26",126.974029474056,38.4233021707517,128
"27",126.988396032668,38.4206246542253,129
"28",127.009281797513,38.4304591551437,130
"29",127.018186095036,38.4417123986732,131
"30",127.034963201838,38.4509718589386,132
"31",127.03819671804,38.4625570527035,133
"32",127.047412221964,38.4811990902335,134
"33",127.064332664275,38.497091398458,136
"34",127.068155402031,38.5028714431854,137
"35",127.066663601062,38.5158204870484,138
"36",127.062598287061,38.5246462055296,139
"37",127.059557457653,38.5342247876034,140
"38",127.051902344782,38.5458101284271,141
"39",127.048320817208,38.5541758945417,142
"40",127.049610353341,38.4055356484762,143
"41",127.053522663917,38.3972708586751,144
"42",127.056061347843,38.3918926440832,145
"43",127.059578931928,38.3878742043515,146
"44",127.066952469558,38.390150728467,147
"45",127.073613371306,38.3924072558064,148
"46",127.103131423127,38.388405159936,149
"47",127.128216853513,38.3710830219877,150
"48",126.916150467116,38.418152096051,151
"49",127.058292924046,38.4904795112579,152
"50",127.077054597318,38.4959353306206,153
