"temp","rain","humid","pm10","solar","loc"
14.0266666666667,3.1,55.7233333333333,46.2333333333333,5.58446375801505,"강남구"
19.7290322580645,0.967741935483871,53.8548387096774,46.258064516129,5.92146083077781,"강남구"
24.05,3.58333333333333,60.72,34.5,5.440280689527,"강남구"
25.9741935483871,6.17741935483871,72.058064516129,29.9354838709677,5.11097363238217,"강남구"
26.9387096774194,2.54838709677419,70.7967741935484,32.2903225806452,5.10198566508089,"강남구"
22.87,1.5,60.1766666666667,27.6,5.16579709134839,"강남구"
16.4322580645161,2.33870967741935,61.241935483871,44.5806451612903,4.46306118870113,"강남구"
9.78333333333333,4.48333333333333,73.47,31.4,4.74681005482762,"강남구"
2.81290322580645,0.903225806451613,60.6483870967742,46.6129032258064,4.01533179851974,"강남구"
-1.81935483870968,0,53.0225806451613,52.6774193548387,3.82200486523917,"강남구"
