관리일자,지사,노선코드,노선명,방향,차로,시점,종점,포장형태,표층재,교면구분,교량명,공사구분
20140721,당진지사,0150,서해안선,목포,3,274,274,아스팔트,,교량부,부곡교,신설
20070529,영주지사,0550,중앙선,부산,1,220,220,아스팔트,,토공부,,신설
20070529,영주지사,0550,중앙선,부산,2,219,220,콘크리트,,토공부,,신설
20091224,영주지사,0550,중앙선,부산,2,245,245,아스팔트,,토공부,,신설
20071205,천안지사,0010,경부선,부산,1,343,344,아스팔트,,토공부,,확장
20091224,영주지사,0550,중앙선,부산,2,245,245,아스팔트,,토공부,,신설
20130829,화성지사,0150,서해안선,목포,2,288,288,아스팔트,,토공부,,신설
20130829,화성지사,0150,서해안선,목포,2,288,288,아스팔트,,토공부,,신설
20130829,화성지사,0150,서해안선,목포,2,288,288,아스팔트,,토공부,,신설
20130827,화성지사,0150,서해안선,목포,2,288,288,아스팔트,,토공부,,신설
20140721,당진지사,0150,서해안선,목포,3,274,274,아스팔트,,토공부,,신설
1999,영주지사,0550,중앙선,춘천,2,200,200,아스팔트,일반아스팔트,교량부,만운2교,신설
2001,무주지사,0350,통영대전선,중부선,하남,2,155,155,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,하남,2,183,183,콘크리트,JCP,토공부,,신설
20140822,수원지사,0010,경부선,부산,4,406,406,아스팔트,,토공부,,확장
20130820,화성지사,0150,서해안선,목포,1,288,288,아스팔트,,토공부,,신설
20130819,화성지사,0150,서해안선,목포,1,288,288,아스팔트,,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,하남,2,179,179,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,하남,1,173,173,콘크리트,JCP,토공부,,신설
2001,무주지사,0350,통영대전선,중부선,하남,2,156,156,콘크리트,JCP,토공부,,신설
2001,무주지사,0350,통영대전선,중부선,하남,2,126,126,콘크리트,JCP,토공부,,신설
2006,담양지사,2530,고창담양선,담양,2,38,38,콘크리트,JCP,토공부,,신설
2001,무주지사,0350,통영대전선,중부선,통영,1,158,158,콘크리트,JCP,토공부,,신설
2014,양산지사,0102,남해선(순천부산),부산,4,157,157,아스팔트,일반아스팔트,토공부,본선(부산),신설
2014,양산지사,0102,남해선(순천부산),부산,1,157,157,콘크리트,콘크리트마모층  ,교량부,김해IC육교 (콘 ,신설
2014,양산지사,0102,남해선(순천부산),부산,2,157,157,콘크리트,콘크리트마모층  ,교량부,김해IC육교 (콘 ,신설
20070626,홍천지사,0550,중앙선,부산,2,364,364,콘크리트,,토공부,,확장
20070626,홍천지사,0550,중앙선,부산,2,364,364,아스팔트,,토공부,,확장
2014,양산지사,0102,남해선(순천부산),부산,3,157,157,콘크리트,콘크리트마모층  ,교량부,김해IC육교 (콘 ,신설
2005,고성지사,0350,통영대전선,중부선,통영,1,38,38,아스팔트,배수성포장,토공부,,신설
2014,양산지사,0102,남해선(순천부산),부산,4,157,157,콘크리트,콘크리트마모층  ,교량부,김해IC육교 (콘 ,신설
20170915,대구지사,0010,경부선,서울,3,107,107,아스팔트,,교량부,문천2교,신설
20080717,군위지사,0550,중앙선,부산,1,153,153,아스팔트,,토공부,,확장
20070626,홍천지사,0550,중앙선,부산,2,364,364,콘크리트,JCP,토공부,,확장
20141027,영동지사,0350,통영대전선,중부선,통영,1,214,214,콘크리트,,토공부,,신설
20170915,대구지사,0010,경부선,서울,3,107,107,아스팔트,,교량부,문천2교,신설
2004,강릉지사,0650,동해선,부산,1,18,18,콘크리트,JCP,토공부,,신설
20070521,군위지사,0550,중앙선,춘천,1,130,133,콘크리트,,토공부,,신설
20070521,군위지사,0550,중앙선,춘천,1,133,133,콘크리트,JCP,토공부,,신설
20111212,영동지사,0010,경부선,부산,3,268,268,아스팔트,,토공부,,확장
20080717,군위지사,0550,중앙선,부산,1,153,155,콘크리트,JCP,토공부,,확장
2004,강릉지사,0650,동해선,부산,1,32,33,아스팔트,일반아스팔트,토공부,,신설
1995,군위지사,0550,중앙선,춘천,2,163,163,콘크리트,JCP,토공부,,신설
2001,무주지사,0350,통영대전선,중부선,하남,2,148,149,콘크리트,JCP,토공부,,신설
2001,무주지사,0350,통영대전선,중부선,하남,2,149,149,콘크리트,JCP,토공부,,신설
2006,구미지사,0010,경부선,서울,1,199,199,콘크리트,LMC,교량부,김천철도육교,확장
20080714,군위지사,0550,중앙선,부산,1,146,146,콘크리트,,토공부,,확장
2006,구미지사,0010,경부선,부산,1,200,200,콘크리트,JCP,토공부,,확장
1995,군위지사,0550,중앙선,춘천,2,172,172,콘크리트,JCP,토공부,,신설
2007,보은지사,0303,청주상주선,상주,1,50,51,콘크리트,JCP,토공부,,신설
20111013,함평지사,0150,서해안선,서울,2,36,36,아스팔트,,토공부,,신설
2014,엄정지사,0400,평택제천선,제천,2,98,99,콘크리트,JCP,토공부,,신설
2006,구미지사,0010,경부선,서울,1,199,200,콘크리트,JCP,토공부,,확장
20111013,함평지사,0150,서해안선,서울,2,36,36,콘크리트,JCP,토공부,,신설
2003,구미지사,0010,경부선,부산,2,164,165,콘크리트,JCP,토공부,,확장
20080708,군위지사,0550,중앙선,부산,2,109,109,아스팔트,,토공부,,신설
20080708,군위지사,0550,중앙선,부산,2,109,110,콘크리트,JCP,토공부,,신설
20101012,군위지사,0550,중앙선,부산,2,110,110,아스팔트,,교량부,금호2교,신설
20080709,군위지사,0550,중앙선,부산,2,110,110,콘크리트,,토공부,,신설
2014,엄정지사,0400,평택제천선,제천,1,98,98,콘크리트,LMC,교량부,,신설
2006,구미지사,0010,경부선,부산,2,190,190,콘크리트,JCP,토공부,,확장
20120529,함평지사,0150,서해안선,서울,2,36,36,아스팔트,,토공부,,신설
2007,보은지사,0303,청주상주선,청주,2,69,70,콘크리트,LMC,교량부,가장교,신설
2001,부안지사,0150,서해안선,서울,1,137,137,아스팔트,일반아스팔트,토공부,,신설
2001,부안지사,0150,서해안선,서울,1,137,137,아스팔트,일반아스팔트,토공부,,신설
2001,부안지사,0150,서해안선,서울,1,137,137,아스팔트,일반아스팔트,토공부,,신설
2009,춘천지사,0600,서울양양선,서울,2,70,71,콘크리트,,토공부,,신설
20130904,함평지사,0150,서해안선,서울,2,36,36,아스팔트,,교량부,죽암3교,신설
1996,대전지사,2510,호남선의 지선,대전,1,39,39,아스팔트,일반아스팔트,교량부,학하1교,선형개량
1985,대전지사,2510,호남선의 지선,대전,1,39,39,아스팔트,,토공부,,확장
1985,대전지사,2510,호남선의 지선,대전,1,39,40,아스팔트,,토공부,,확장
2014,엄정지사,0400,평택제천선,제천,2,98,98,콘크리트,JCP,토공부,,신설
1985,대전지사,2510,호남선의 지선,대전,1,40,40,아스팔트,,토공부,,확장
2001,부안지사,0150,서해안선,목포,2,114,114,아스팔트,일반아스팔트,토공부,,신설
2014,엄정지사,0400,평택제천선,제천,1,97,98,콘크리트,LMC,교량부,,신설
2014,엄정지사,0400,평택제천선,제천,2,96,96,콘크리트,JCP,토공부,,신설
1996,대전지사,2510,호남선의 지선,대전,2,39,39,아스팔트,일반아스팔트,교량부,학하1교,선형개량
20120607,함평지사,0150,서해안선,서울,2,39,39,아스팔트,,토공부,,신설
2014,엄정지사,0400,평택제천선,제천,1,95,96,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,하남,1,172,172,콘크리트,JCP,토공부,,신설
2001,부안지사,0150,서해안선,서울,1,136,136,아스팔트,일반아스팔트,토공부,,신설
20151025,구미지사,0010,경부선,부산,2,162,162,콘크리트,,토공부,,확장
20151025,구미지사,0010,경부선,부산,1,162,162,콘크리트,JCP,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,통영,2,190,190,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,통영,2,176,177,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,통영,2,177,177,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,통영,2,178,178,콘크리트,JCP,토공부,,신설
20151025,구미지사,0010,경부선,부산,1,162,162,아스팔트,,토공부,,확장
20151025,구미지사,0010,경부선,부산,1,162,164,콘크리트,JCP,토공부,,확장
1985,대전지사,2510,호남선의 지선,대전,2,39,39,아스팔트,일반아스팔트,교량부,학하2교,확장
20091029,홍천지사,0550,중앙선,부산,1,382,382,아스팔트,,토공부,,확장
20160922,부안지사,0150,서해안선,목포,2,112,112,아스팔트,,토공부,,신설
20130812,광주지사,0250,논산천안선,호남선,천안,1,86,86,아스팔트,,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,통영,2,190,190,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,통영,2,187,187,콘크리트,JCP,토공부,,신설
20130812,광주지사,0250,논산천안선,호남선,천안,1,86,86,아스팔트,,토공부,,확장
20130812,광주지사,0250,논산천안선,호남선,천안,1,86,87,아스팔트,,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,통영,2,190,190,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,통영,2,191,191,콘크리트,JCP,토공부,,신설
20130828,광주지사,0250,논산천안선,호남선,천안,2,80,81,아스팔트,,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,통영,2,191,191,콘크리트,JCP,토공부,,신설
20151025,구미지사,0010,경부선,부산,3,162,162,아스팔트,,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,통영,2,192,192,콘크리트,JCP,토공부,,신설
2007,성주지사,0450,중부내륙선,창원,2,100,102,콘크리트,JCP,토공부,,신설
20151025,구미지사,0010,경부선,부산,3,162,164,콘크리트,JCP,토공부,,확장
2007,성주지사,0450,중부내륙선,양평,2,85,85,콘크리트,JCP,토공부,,신설
20130828,광주지사,0250,논산천안선,호남선,천안,2,81,81,아스팔트,,토공부,,신설
2001,함평지사,0150,서해안선,서울,1,28,29,아스팔트,일반아스팔트,교량부,만흥1교,신설
1995,동서울지사,1000,서울외곽순환선,일산,3,126,128,콘크리트,JCP,토공부,,신설
2001,함평지사,0150,서해안선,목포,1,28,29,아스팔트,일반아스팔트,교량부,만흥1교,신설
2001,함평지사,0150,서해안선,목포,2,28,29,아스팔트,일반아스팔트,교량부,만흥1교,신설
20091203,함평지사,0150,서해안선,서울,1,39,39,아스팔트,,교량부,함평천1교,신설
2009,부여지사,1510,서천공주선,공주,2,36,36,콘크리트,LMC,교량부,장평2교,신설
2009,부여지사,1510,서천공주선,공주,1,23,24,콘크리트,JCP,토공부,,신설
2001,부안지사,0150,서해안선,목포,1,88,89,콘크리트,JCP,토공부,,신설
1993,대전지사,0010,경부선,서울,3,304,304,아스팔트,일반아스팔트,교량부,수의교,확장
1993,대전지사,0010,경부선,서울,2,304,304,아스팔트,일반아스팔트,교량부,수의교,확장
2009,부여지사,1510,서천공주선,서천,2,34,34,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,34,34,콘크리트,LMC,교량부,신성1교,신설
2009,부여지사,1510,서천공주선,서천,2,34,35,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,35,36,콘크리트,LMC,교량부,지천교,신설
2009,부여지사,1510,서천공주선,서천,2,36,36,아스팔트,일반아스팔트,토공부,,신설
2002,동서울지사,1001,서울외곽순환선(판교퇴계원),판교,5,23,23,콘크리트,JCP,토공부,,확장
1995,동서울지사,1000,서울외곽순환선,일산,4,126,128,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,36,37,아스팔트,일반아스팔트,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,37,38,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,38,38,콘크리트,LMC,교량부,분향교,신설
2009,부여지사,1510,서천공주선,서천,2,38,38,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,38,38,콘크리트,LMC,교량부,중추천교,신설
2009,부여지사,1510,서천공주선,서천,2,38,38,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,38,38,콘크리트,LMC,교량부,대흥교,신설
2009,부여지사,1510,서천공주선,서천,2,38,40,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,40,40,콘크리트,LMC,교량부,은곡천교,신설
2009,부여지사,1510,서천공주선,서천,2,40,43,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,43,44,콘크리트,LMC,교량부,청남대교,신설
2009,부여지사,1510,서천공주선,서천,2,44,44,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,44,44,콘크리트,LMC,교량부,청양IC교,신설
2009,부여지사,1510,서천공주선,서천,2,44,45,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,45,45,콘크리트,LMC,교량부,내직교,신설
2009,부여지사,1510,서천공주선,서천,2,45,46,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,46,47,콘크리트,JCP,터널부,앵봉터널,신설
2009,부여지사,1510,서천공주선,서천,2,47,47,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,47,47,콘크리트,LMC,교량부,화양교,신설
2009,부여지사,1510,서천공주선,서천,2,47,47,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,47,48,콘크리트,LMC,교량부,치성천교,신설
20070824,이천지사,0500,영동선,인천,1,57,57,아스팔트,,토공부,,확장
1987,경기광주지사,0350,통영대전선,중부선,통영,2,331,332,콘크리트,CRCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,50,50,콘크리트,LMC,교량부,신흥1교,신설
2009,부여지사,1510,서천공주선,서천,2,50,51,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,51,52,콘크리트,LMC,교량부,안심교,신설
20170614,무주지사,0350,통영대전선,중부선,통영,2,166,166,아스팔트,,교량부,주동교,신설
2009,부여지사,1510,서천공주선,서천,2,53,53,콘크리트,LMC,교량부,용봉1교,신설
2009,부여지사,1510,서천공주선,서천,2,53,53,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,53,54,콘크리트,LMC,교량부,용봉2교,신설
2009,부여지사,1510,서천공주선,서천,2,54,56,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,56,57,콘크리트,LMC,교량부,보흥1교,신설
2009,부여지사,1510,서천공주선,서천,2,57,57,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,57,57,콘크리트,LMC,교량부,보흥2교,신설
2009,부여지사,1510,서천공주선,서천,2,57,58,콘크리트,JCP,토공부,,신설
20170614,무주지사,0350,통영대전선,중부선,통영,2,166,166,아스팔트,,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,58,59,콘크리트,JCP,토공부,,신설
2009,부여지사,1510,서천공주선,서천,2,59,59,콘크리트,LMC,교량부,대성2교,신설
2009,부여지사,1510,서천공주선,서천,2,59,59,콘크리트,JCP,토공부,,신설
2014,양산지사,0102,남해선(순천부산),부산,3,153,154,아스팔트,일반아스팔트,토공부,본선(부산),신설
2014,양산지사,0102,남해선(순천부산),부산,1,153,153,콘크리트,LMC,교량부,봉곡교 (교면포 ,신설
2014,양산지사,0102,남해선(순천부산),부산,2,153,153,콘크리트,LMC,교량부,봉곡교 (교면포 ,신설
2014,양산지사,0102,남해선(순천부산),부산,3,153,153,콘크리트,LMC,교량부,봉곡교 (교면포 ,신설
2014,양산지사,0102,남해선(순천부산),부산,1,153,153,아스팔트,일반아스팔트,토공부,본선(부산),신설
2002,동서울지사,1001,서울외곽순환선(판교퇴계원),판교,1,30,30,아스팔트,일반아스팔트,교량부,구리IC2교,확장
2004,충주지사,0450,중부내륙선,양평,1,204,204,콘크리트,JCP,토공부,,신설
2017,양양지사,0600,서울양양선,서울,1,116,116,아스팔트,,토공부,,신설
2004,충주지사,0450,중부내륙선,양평,1,204,204,콘크리트,JCP,토공부,,신설
2014,양산지사,0102,남해선(순천부산),부산,2,153,153,아스팔트,일반아스팔트,토공부,본선(부산),신설
20150623,천안지사,0010,경부선,부산,2,309,310,아스팔트,일반아스팔트,토공부,,확장
2017,양양지사,0600,서울양양선,서울,2,115,116,아스팔트,,토공부,,신설
20130909,함평지사,0150,서해안선,서울,1,55,55,아스팔트,,토공부,,신설
20130909,함평지사,0150,서해안선,서울,1,55,55,콘크리트,JCP,토공부,,신설
2001,함평지사,0150,서해안선,서울,1,55,55,콘크리트,JCP,토공부,,신설
2001,함평지사,0150,서해안선,서울,1,55,56,콘크리트,JCP,토공부,,신설
20141114,상주지사,0450,중부내륙선,창원,2,154,155,콘크리트,JCP,토공부,,신설
2007,성주지사,0450,중부내륙선,양평,1,102,102,콘크리트,LMC,교량부,남김천IC교,신설
20151005,논산지사,2510,호남선의 지선,논산,2,21,21,아스팔트,,토공부,,확장
20141114,상주지사,0450,중부내륙선,창원,2,154,154,아스팔트,,토공부,,신설
20140618,시흥지사,0150,서해안선,목포,2,327,328,콘크리트,,토공부,,신설
2003,이천지사,0500,영동선,인천,4,83,83,콘크리트,JCP,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,하남,2,173,173,콘크리트,JCP,토공부,,신설
20101221,무주지사,0350,통영대전선,중부선,통영,2,165,165,아스팔트,,토공부,,신설
2009,부여지사,1510,서천공주선,서천,1,0,1,아스팔트,일반아스팔트,토공부,,신설
2001,창원지사,0102,남해선(순천부산),순천,1,131,131,콘크리트,JCP,토공부,,확장
20100617,성주지사,0450,중부내륙선,창원,2,123,123,아스팔트,,토공부,,신설
20140618,시흥지사,0150,서해안선,목포,2,328,328,아스팔트,,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,통영,1,200,200,콘크리트,JCP,터널부,마달터널(동상방,신설
20071205,논산지사,2510,호남선의 지선,논산,2,20,21,아스팔트,,토공부,,확장
2004,울산지사,0160,울산선,울산,2,6,6,아스팔트,SMA,교량부,반천3교,확장
2000,무주지사,0350,통영대전선,중부선,통영,1,201,201,콘크리트,JCP,토공부,,신설
20140618,시흥지사,0150,서해안선,목포,2,328,328,콘크리트,JCP,토공부,,신설
2001,창원지사,0102,남해선(순천부산),순천,1,131,132,콘크리트,JCP,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,통영,1,203,204,콘크리트,JCP,토공부,,신설
20111006,창원지사,0102,남해선(순천부산),부산,1,131,131,아스팔트,,토공부,,확장
20120712,영동지사,0010,경부선,부산,1,252,252,아스팔트,,토공부,,선형개량
2000,무주지사,0350,통영대전선,중부선,통영,1,205,205,아스팔트,일반아스팔트,교량부,구도2교,신설
20111006,창원지사,0102,남해선(순천부산),부산,1,131,131,아스팔트,,토공부,,확장
20100602,순천지사,0102,남해선(순천부산),부산,1,16,16,콘크리트,JCP,토공부,,확장
20120712,영동지사,0010,경부선,부산,1,252,253,콘크리트,JCP,토공부,,선형개량
2000,무주지사,0350,통영대전선,중부선,통영,1,207,207,아스팔트,일반아스팔트,교량부,대별4교,신설
20150728,홍천지사,0550,중앙선,부산,2,381,381,아스팔트,,토공부,,확장
20091103,홍천지사,0550,중앙선,부산,2,381,382,콘크리트,,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,통영,1,208,208,아스팔트,일반아스팔트,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,하남,2,173,173,콘크리트,JCP,토공부,,신설
20130827,군위지사,0550,중앙선,부산,1,128,128,아스팔트,,토공부,,확장
20091103,홍천지사,0550,중앙선,부산,2,381,381,콘크리트,,토공부,,확장
20101221,무주지사,0350,통영대전선,중부선,통영,2,166,166,콘크리트,JCP,토공부,,신설
20091103,홍천지사,0550,중앙선,부산,2,382,382,아스팔트,,토공부,,확장
20130827,군위지사,0550,중앙선,부산,1,128,129,콘크리트,JCP,토공부,,확장
20151005,논산지사,2510,호남선의 지선,논산,2,21,21,아스팔트,,토공부,,확장
1985,논산지사,2510,호남선의 지선,논산,2,6,7,아스팔트,일반아스팔트,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,하남,2,173,174,콘크리트,JCP,토공부,,신설
1985,논산지사,2510,호남선의 지선,논산,2,33,33,아스팔트,일반아스팔트,토공부,,확장
20160517,화성지사,0400,평택제천선,제천,1,11,11,아스팔트,,토공부,,신설
2001,산청지사,0350,통영대전선,중부선,하남,2,106,106,콘크리트,JCP,토공부,,신설
2002,동서울지사,1001,서울외곽순환선(판교퇴계원),판교,1,31,31,아스팔트,일반아스팔트,교량부,동창교,확장
20160517,화성지사,0400,평택제천선,제천,1,11,11,아스팔트,,교량부,안화3교,신설
20160517,화성지사,0400,평택제천선,제천,1,11,11,아스팔트,일반아스팔트,토공부,,신설
2002,동서울지사,1001,서울외곽순환선(판교퇴계원),판교,2,33,33,아스팔트,일반아스팔트,교량부,1000B37213,확장
20161103,대전지사,0010,경부선,서울,1,304,304,아스팔트,일반아스팔트,토공부,,확장
20131021,강릉지사,0650,동해선,부산,2,26,26,아스팔트,,교량부,망상IC교,신설
2001,보령지사,0150,서해안선,목포,1,194,194,아스팔트,일반아스팔트,교량부,내항교,신설
2001,보령지사,0150,서해안선,목포,1,194,195,콘크리트,JCP,토공부,,신설
2001,보령지사,0150,서해안선,목포,1,195,195,콘크리트,JCP,토공부,,신설
2001,보령지사,0150,서해안선,목포,1,195,196,콘크리트,JCP,토공부,,신설
2001,보령지사,0150,서해안선,목포,1,196,197,아스팔트,일반아스팔트,교량부,대천2교,신설
2001,보령지사,0150,서해안선,목포,1,197,197,아스팔트,일반아스팔트,토공부,,신설
2006,영동지사,0010,경부선,서울,3,218,218,콘크리트,JCP,토공부,,확장
2011,창원지사,0102,남해선(순천부산),순천,3,112,112,아스팔트,일반아스팔트,토공부,,확장
20130515,영동지사,0010,경부선,부산,1,268,268,콘크리트,,토공부,,확장
20130515,영동지사,0010,경부선,부산,1,268,268,아스팔트,,토공부,,확장
20111212,영동지사,0010,경부선,부산,2,268,268,콘크리트,,토공부,,확장
20150826,영동지사,0350,통영대전선,중부선,통영,1,215,215,아스팔트,,토공부,,신설
2004,강릉지사,0650,동해선,부산,1,43,43,콘크리트,JCP,토공부,,신설
1986,광주지사,0250,논산천안선,호남선,순천,1,85,87,아스팔트,PBSC,토공부,,확장
20090604,창원지사,0102,남해선(순천부산),부산,3,140,140,아스팔트,,토공부,,확장
20090612,창원지사,0102,남해선(순천부산),순천,3,145,145,아스팔트,,토공부,,확장
20080814,창원지사,0102,남해선(순천부산),부산,4,135,135,아스팔트,,토공부,,확장
20080814,창원지사,0102,남해선(순천부산),부산,4,135,136,아스팔트,,토공부,,확장
2001,창원지사,1020,남해제1지선,창원,2,1,2,아스팔트,일반아스팔트,토공부,,확장
20141027,영동지사,0350,통영대전선,중부선,통영,1,215,215,콘크리트,JCP,토공부,,신설
20170831,강릉지사,0650,동해선,부산,2,55,55,아스팔트,,토공부,,신설
2002,동서울지사,1001,서울외곽순환선(판교퇴계원),판교,4,0,0,아스팔트,일반아스팔트,교량부,판교JCT본선육교,확장
20141028,동서울지사,1001,서울외곽순환선(판교퇴계원),판교,3,0,0,아스팔트,,교량부,판교JCT본선육교,확장
2001,보령지사,0150,서해안선,목포,1,209,209,아스팔트,일반아스팔트,토공부,,신설
1993,대전지사,0010,경부선,서울,1,302,303,아스팔트,일반아스팔트,토공부,,확장
2001,보령지사,0150,서해안선,목포,2,211,212,콘크리트,JCP,토공부,,신설
2001,보령지사,0150,서해안선,목포,2,212,212,콘크리트,JCP,토공부,,신설
20151014,창원지사,0102,남해선(순천부산),부산,1,128,128,아스팔트,,교량부,창원JCT교,신설
2001,보령지사,0150,서해안선,목포,1,213,213,아스팔트,일반아스팔트,교량부,신죽1교,신설
2001,보령지사,0150,서해안선,목포,1,213,213,콘크리트,JCP,토공부,,신설
2001,보령지사,0150,서해안선,목포,1,213,213,콘크리트,JCP,토공부,,신설
2001,보령지사,0150,서해안선,목포,1,213,213,아스팔트,일반아스팔트,토공부,,신설
20160929,수원지사,0010,경부선,서울,3,369,369,아스팔트,,교량부,원곡육교,확장
1993,수원지사,0010,경부선,부산,1,367,369,아스팔트,일반아스팔트,토공부,,확장
2017,양양지사,0600,서울양양선,양양,1,124,124,아스팔트,,토공부,,신설
2001,보령지사,0150,서해안선,목포,1,215,216,콘크리트,JCP,토공부,,신설
20101012,수원지사,0010,경부선,부산,1,395,396,콘크리트,,토공부,,확장
20151014,창원지사,0102,남해선(순천부산),부산,1,128,128,아스팔트,,교량부,창원JCT교,신설
1997,부안지사,0150,서해안선,서울,1,141,141,아스팔트,일반아스팔트,교량부,미원1교,신설
20090423,제천지사,0550,중앙선,춘천,2,308,308,콘크리트,,토공부,,신설
20130904,제천지사,0550,중앙선,춘천,2,309,309,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,양양,2,124,124,콘크리트,,교량부,방동2교,신설
20161005,수원지사,0010,경부선,서울,1,386,386,아스팔트,,토공부,,확장
20161005,수원지사,0010,경부선,서울,1,386,387,아스팔트,,토공부,,확장
20101012,제천지사,0550,중앙선,부산,1,261,261,아스팔트,,토공부,,신설
20101013,제천지사,0550,중앙선,부산,1,261,262,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,양양,1,123,124,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,양양,2,123,124,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,양양,1,122,123,콘크리트,JCP,터널부,기린5터널,신설
2017,양양지사,0600,서울양양선,양양,2,122,122,콘크리트,,교량부,방동1교,신설
1997,부안지사,0150,서해안선,서울,1,146,146,아스팔트,일반아스팔트,교량부,여방1교,신설
2017,양양지사,0600,서울양양선,양양,1,121,122,콘크리트,JCP,터널부,기린4터널,신설
2017,양양지사,0600,서울양양선,양양,2,121,121,아스팔트,,토공부,,신설
20130410,동서울지사,1001,서울외곽순환선(판교퇴계원),퇴계원,2,4,4,아스팔트,,토공부,,확장
1992,진주지사,0102,남해선(순천부산),순천,2,48,48,콘크리트,JCP,터널부,진교터널,확장
20151019,창원지사,0102,남해선(순천부산),부산,1,129,129,아스팔트,,토공부,,확장
2017,양양지사,0600,서울양양선,양양,1,121,121,콘크리트,,교량부,현리4교,신설
1997,보령지사,0150,서해안선,서울,1,152,152,콘크리트,JCP,토공부,,신설
20130828,광주지사,0250,논산천안선,호남선,천안,2,81,81,아스팔트,,교량부,영산강교,확장
1995,동서울지사,1001,서울외곽순환선(판교퇴계원),퇴계원,3,16,17,콘크리트,JCP,터널부,광암터널,신설
20151025,구미지사,0010,경부선,부산,4,162,162,아스팔트,,토공부,,확장
20130828,광주지사,0250,논산천안선,호남선,천안,2,81,81,아스팔트,일반아스팔트,교량부,영산강교,확장
2010,이천지사,0450,중부내륙선,창원,2,283,283,콘크리트,JCP,토공부,,신설
2003,구미지사,0010,경부선,서울,4,176,176,아스팔트,SMA,교량부,도량육교,확장
20151025,구미지사,0010,경부선,부산,4,162,164,콘크리트,JCP,토공부,,확장
2003,구미지사,0010,경부선,부산,4,157,158,아스팔트,SMA,토공부,,확장
20131003,광주지사,0250,논산천안선,호남선,순천,1,87,87,아스팔트,,토공부,,확장
2003,구미지사,0010,경부선,서울,4,176,176,아스팔트,SMA,교량부,구미천교,확장
2004,강릉지사,0650,동해선,속초,1,51,52,콘크리트,JCP,토공부,,신설
20131003,광주지사,0250,논산천안선,호남선,순천,1,87,87,아스팔트,,토공부,,확장
20130417,화성지사,0150,서해안선,서울,2,294,295,아스팔트,,토공부,,신설
20091103,홍천지사,0550,중앙선,부산,2,383,383,콘크리트,JCP,토공부,,확장
20160923,부안지사,0150,서해안선,목포,2,119,120,아스팔트,,토공부,,신설
2006,영동지사,0010,경부선,서울,3,233,233,아스팔트,SMA,토공부,,확장
