관리일자,지사,노선코드,노선명,방향,차로,시점,종점,포장형태,표층재,교면구분,교량명,공사구분
20161004,영천지사,0207,대구포항선,대구,1,69,69,콘크리트,,토공부,,신설
2004,영천지사,0207,대구포항선,포항,3,38,38,콘크리트,CRCP,토공부,,신설
2009,영천지사,0207,대구포항선,포항,1,69,69,콘크리트,JCP,토공부,,신설
2003,구미지사,0010,경부선,부산,1,175,175,아스팔트,SMA,교량부,원평교,확장
2003,구미지사,0010,경부선,부산,1,175,175,아스팔트,SMA,토공부,,확장
2003,구미지사,0010,경부선,부산,1,175,175,아스팔트,SMA,교량부,선산육교,확장
2003,구미지사,0010,경부선,부산,1,175,176,콘크리트,JCP,토공부,,확장
2005,고령지사,6120,(조회용)88올림픽선,광주,1,136,137,아스팔트,PBSC,토공부,,재포장
2004,영천지사,0207,대구포항선,포항,3,38,38,콘크리트,JCP,토공부,,신설
2014,양산지사,5510,중앙선의 지선,양산,2,1,3,콘크리트,콘크리트마모층  ,토공부,,신설
2014,양산지사,5510,중앙선의 지선,양산,2,1,1,아스팔트,PSMA,토공부,,신설
2014,양산지사,5510,중앙선의 지선,양산,2,0,0,아스팔트,PSMA,토공부,,신설
2011,이천지사,0500,영동선,인천,1,70,70,콘크리트,LMC,교량부,단천교,확장
2005,서울산지사,0010,경부선,부산,3,4,4,아스팔트,SMA,교량부,구서교,확장
2001,당진지사,0150,서해안선,목포,1,227,228,아스팔트,일반아스팔트,교량부,갈산천교,신설
2015,고령지사,0122,광주대구선,대구,1,98,98,콘크리트,JCP,토공부,,신설
2009,당진지사,0305,당진대전선,대전,2,8,8,콘크리트,LMC,교량부,자개2교,신설
2001,당진지사,0150,서해안선,목포,2,226,227,콘크리트,JCP,토공부,,신설
2015,고령지사,0122,광주대구선,대구,2,98,98,콘크리트,,교량부,,신설
2001,당진지사,0150,서해안선,목포,2,227,228,아스팔트,일반아스팔트,교량부,갈산천교,신설
20111007,당진지사,0150,서해안선,목포,2,252,252,아스팔트,,교량부,대방들천교,신설
2001,당진지사,0150,서해안선,목포,2,248,249,콘크리트,JCP,토공부,,신설
2001,당진지사,0150,서해안선,목포,1,251,251,콘크리트,JCP,토공부,,신설
2009,당진지사,0305,당진대전선,대전,2,11,12,콘크리트,JCP,토공부,,신설
20111007,당진지사,0150,서해안선,목포,2,252,252,아스팔트,,교량부,대방들천교,신설
2005,서울산지사,0010,경부선,부산,3,12,12,아스팔트,일반아스팔트,교량부,동면교,확장
2005,서울산지사,0010,경부선,부산,3,12,12,아스팔트,일반아스팔트,토공부,,확장
2005,서울산지사,0010,경부선,부산,3,12,12,아스팔트,일반아스팔트,교량부,다방교,확장
2005,서울산지사,0010,경부선,부산,3,12,13,아스팔트,일반아스팔트,토공부,,확장
2005,서울산지사,0010,경부선,부산,3,13,13,아스팔트,일반아스팔트,교량부,부용육교,확장
20170615,당진지사,0150,서해안선,목포,2,271,271,아스팔트,,토공부,,신설
2005,서울산지사,0010,경부선,부산,3,13,13,아스팔트,일반아스팔트,교량부,양산JCT1육교,확장
2015,고령지사,0122,광주대구선,대구,1,98,98,콘크리트,JCP,토공부,,신설
2005,서울산지사,0010,경부선,부산,3,14,14,아스팔트,SMA,토공부,,확장
2005,서울산지사,0010,경부선,부산,3,14,14,아스팔트,SMA,교량부,북부교,확장
2005,서울산지사,0010,경부선,부산,3,14,15,아스팔트,SMA,토공부,,확장
2005,서울산지사,0010,경부선,부산,3,15,15,아스팔트,SMA,교량부,신기교,확장
2015,고령지사,0122,광주대구선,광주,2,103,105,콘크리트,JCP,토공부,죽산교 A1 접속 ,신설
2015,고령지사,0122,광주대구선,대구,1,119,120,콘크리트,JCP,토공부,,신설
2015,고령지사,0122,광주대구선,광주,2,126,127,아스팔트,,토공부,,신설
20091116,창녕지사,0450,중부내륙선,양평,1,13,13,아스팔트,,토공부,,확장
20091116,창녕지사,0450,중부내륙선,양평,1,13,13,아스팔트,일반아스팔트,토공부,,확장
20110910,대관령지사,0500,영동선,인천,2,183,184,아스팔트,,토공부,,확장
2005,서울산지사,0010,경부선,서울,4,16,16,콘크리트,JCP,토공부,,확장
2005,서울산지사,0010,경부선,서울,4,16,16,아스팔트,SMA,교량부,삼성교,확장
2015,고령지사,0122,광주대구선,광주,2,125,126,콘크리트,JCP,토공부,,신설
2001,창원지사,0102,남해선(순천부산),순천,1,120,120,아스팔트,일반아스팔트,교량부,,신설
2005,서울산지사,0010,경부선,부산,1,24,24,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),부산,1,120,120,콘크리트,JCP,토공부,,신설
2015,고령지사,0122,광주대구선,광주,2,125,125,콘크리트,,교량부,0120B45583,신설
2001,창원지사,0102,남해선(순천부산),순천,1,121,121,아스팔트,일반아스팔트,교량부,무기3교,신설
2001,창원지사,0102,남해선(순천부산),순천,1,121,124,콘크리트,JCP,터널부,창원1터널,신설
20080723,창원지사,0102,남해선(순천부산),순천,1,133,133,아스팔트,,토공부,,확장
20151027,당진지사,0150,서해안선,목포,1,269,269,아스팔트,,토공부,,신설
20151027,당진지사,0150,서해안선,목포,1,267,269,콘크리트,,토공부,,신설
2015,고령지사,0122,광주대구선,광주,2,124,125,콘크리트,JCP,토공부,,신설
20091106,서울산지사,0010,경부선,부산,2,38,38,아스팔트,,토공부,,확장
20091106,서울산지사,0010,경부선,부산,2,38,38,아스팔트,,토공부,,확장
20091106,서울산지사,0010,경부선,부산,2,38,38,아스팔트,,토공부,,확장
20110719,원주지사,0500,영동선,인천,1,112,112,아스팔트,,토공부,,확장
20110719,원주지사,0500,영동선,인천,1,112,112,콘크리트,,토공부,,확장
20110719,원주지사,0500,영동선,인천,1,112,112,콘크리트,JCP,토공부,,확장
1994,원주지사,0500,영동선,인천,1,117,118,콘크리트,JCP,토공부,,확장
20110920,원주지사,0500,영동선,인천,1,118,119,콘크리트,,토공부,,확장
20130827,제천지사,0550,중앙선,부산,1,299,299,콘크리트,,토공부,,확장
20150602,무주지사,0350,통영대전선,중부선,통영,2,162,163,아스팔트,,교량부,적상천3교,신설
20150602,무주지사,0350,통영대전선,중부선,통영,2,163,163,아스팔트,일반아스팔트,토공부,,신설
20130827,제천지사,0550,중앙선,부산,1,299,299,아스팔트,,토공부,,확장
2000,제천지사,0550,중앙선,부산,1,300,301,아스팔트,일반아스팔트,교량부,0550B33473,확장
20101005,부안지사,0150,서해안선,목포,1,119,119,아스팔트,,토공부,,신설
20091106,울산지사,0010,경부선,부산,1,38,39,아스팔트,,토공부,,확장
2005,울산지사,0010,경부선,부산,1,39,39,아스팔트,SMA,교량부,남천교,확장
2005,울산지사,0010,경부선,부산,1,39,40,콘크리트,JCP,토공부,,확장
2006,영동지사,0010,경부선,서울,2,225,226,콘크리트,JCP,토공부,,확장
2005,영동지사,0010,경부선,부산,2,260,261,콘크리트,JCP,토공부,,확장
20111212,영동지사,0010,경부선,부산,2,263,264,아스팔트,,토공부,,확장
2006,광주지사,0122,광주대구선,광주,1,7,7,콘크리트,JCP,토공부,,확장
2011,이천지사,0500,영동선,강릉,3,52,52,콘크리트,LMC,교량부,용인IC육교,확장
20081110,광주지사,0250,논산천안선,호남선,순천,1,94,94,콘크리트,,교량부,장성육교,확장
20110722,창녕지사,0450,중부내륙선,양평,2,24,24,아스팔트,,토공부,,확장
2011,이천지사,0500,영동선,강릉,3,68,68,콘크리트,LMC,교량부,덕평IC육교,확장
2006,광주지사,0122,광주대구선,광주,1,7,8,콘크리트,JCP,토공부,,확장
2006,광주지사,0122,광주대구선,대구,1,7,8,콘크리트,JCP,토공부,,확장
2006,광주지사,0122,광주대구선,광주,2,8,8,콘크리트,LMC,교량부,0120B43433,확장
2006,광주지사,0122,광주대구선,광주,1,8,8,콘크리트,LMC,교량부,0120B43433,확장
2006,광주지사,0122,광주대구선,대구,1,8,8,콘크리트,LMC,교량부,0120B43433,확장
2006,광주지사,0122,광주대구선,광주,1,7,7,콘크리트,LMC,교량부,0120B43423,확장
2006,광주지사,0122,광주대구선,광주,2,8,8,콘크리트,JCP,토공부,,확장
2006,광주지사,0122,광주대구선,광주,1,8,8,콘크리트,JCP,토공부,,확장
2010,광주지사,0250,논산천안선,호남선,순천,2,70,72,콘크리트,JCP,토공부,,확장
2003,이천지사,0500,영동선,강릉,3,74,74,아스팔트,일반아스팔트,교량부,유산2교,확장
2006,광주지사,0122,광주대구선,광주,1,8,8,콘크리트,LMC,교량부,오례천교,확장
20141028,광주지사,0250,논산천안선,호남선,순천,1,78,79,아스팔트,,토공부,,확장
2006,광주지사,0122,광주대구선,대구,2,8,8,콘크리트,LMC,교량부,오례천교,확장
2017,양양지사,0600,서울양양선,양양,2,97,97,아스팔트,SMA,토공부,,신설
20130926,창녕지사,0450,중부내륙선,양평,2,51,51,아스팔트,,토공부,,확장
2017,양양지사,0600,서울양양선,서울,1,97,97,아스팔트,SMA,터널부,내촌4터널(서울),신설
2017,양양지사,0600,서울양양선,양양,2,97,97,콘크리트,JCP,터널부,내촌4터널(양양),신설
2017,양양지사,0600,서울양양선,양양,2,97,97,아스팔트,SMA,토공부,,신설
2017,양양지사,0600,서울양양선,양양,2,97,97,아스팔트,SMA,토공부,,신설
2011,이천지사,0500,영동선,강릉,3,59,59,아스팔트,일반아스팔트,터널부,양지터널,확장
20141107,광주지사,0122,광주대구선,광주,2,16,16,아스팔트,,토공부,,확장
2007,보은지사,0303,청주상주선,청주,2,0,0,콘크리트,LMC,교량부,청원JCT교,신설
2017,양양지사,0600,서울양양선,서울,1,102,102,아스팔트,SMA,토공부,,신설
2001,무주지사,0350,통영대전선,중부선,하남,2,149,150,콘크리트,JCP,토공부,,신설
2017,양양지사,0600,서울양양선,서울,1,99,99,아스팔트,SMA,터널부,서석터널(서울),신설
2011,이천지사,0500,영동선,강릉,3,63,64,아스팔트,일반아스팔트,토공부,,확장
2017,양양지사,0600,서울양양선,서울,1,98,99,아스팔트,SMA,토공부,,신설
2009,공주지사,0305,당진대전선,대전,2,74,75,콘크리트,JCP,토공부,,신설
2017,양양지사,0600,서울양양선,서울,1,98,98,아스팔트,SMA,토공부,,신설
2017,양양지사,0600,서울양양선,서울,1,98,98,콘크리트,JCP,터널부,내촌5터널(서울),신설
2017,양양지사,0600,서울양양선,서울,2,98,98,콘크리트,JCP,터널부,내촌5터널(서울),신설
2017,양양지사,0600,서울양양선,서울,1,96,96,콘크리트,LMC,교량부,0600B45051,신설
1996,순천지사,0250,논산천안선,호남선,순천,1,21,22,아스팔트,일반아스팔트,교량부,주암천교,확장
2017,양양지사,0600,서울양양선,서울,2,96,96,아스팔트,SMA,토공부,,신설
1996,순천지사,0250,논산천안선,호남선,순천,1,22,22,콘크리트,JCP,토공부,,확장
2017,양양지사,0600,서울양양선,양양,1,109,109,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,서울,2,109,109,아스팔트,,토공부,,신설
1996,순천지사,0250,논산천안선,호남선,순천,1,22,22,아스팔트,일반아스팔트,교량부,주암IC교,확장
2003,대구지사,0010,경부선,부산,2,122,122,아스팔트,SMA,토공부,,신설
1999,인천지사,1200,경인선,인천,3,0,0,콘크리트,JRCP,토공부,,확장
1999,인천지사,1200,경인선,인천,1,0,0,아스팔트,SMA,토공부,,확장
2017,양양지사,0600,서울양양선,양양,1,109,109,콘크리트,,교량부,상남5교,신설
20070820,순천지사,0250,논산천안선,호남선,천안,1,34,34,콘크리트,,토공부,,확장
20120611,대전지사,0010,경부선,서울,3,269,270,아스팔트,,토공부,,확장
1996,순천지사,0250,논산천안선,호남선,천안,1,35,35,아스팔트,일반아스팔트,교량부,연반2교,확장
1996,순천지사,0250,논산천안선,호남선,천안,1,35,36,아스팔트,일반아스팔트,교량부,연반1교,확장
20140528,부안지사,0150,서해안선,목포,2,122,122,아스팔트,일반아스팔트,토공부,,신설
1996,순천지사,0250,논산천안선,호남선,천안,1,37,37,아스팔트,일반아스팔트,교량부,경악교,확장
20160602,순천지사,0250,논산천안선,호남선,순천,1,10,10,아스팔트,,토공부,,확장
20140826,제천지사,0550,중앙선,부산,2,254,254,아스팔트,,토공부,,재포장
20121012,부안지사,0150,서해안선,목포,2,122,122,아스팔트,,교량부,신평천교,신설
20121012,부안지사,0150,서해안선,목포,2,122,122,아스팔트,,교량부,신평천교,신설
1998,함평지사,0150,서해안선,서울,2,23,23,아스팔트,일반아스팔트,교량부,무안2교,신설
20141023,광주지사,0250,논산천안선,호남선,천안,1,83,83,아스팔트,,토공부,,확장
20141023,광주지사,0250,논산천안선,호남선,천안,1,83,83,아스팔트,,토공부,,확장
20120523,함평지사,0150,서해안선,서울,2,23,23,아스팔트,,토공부,,신설
1989,광주지사,0250,논산천안선,호남선,순천,2,75,75,아스팔트,일반아스팔트,토공부,,확장
20140825,인천지사,1000,서울외곽순환선,판교,4,79,79,아스팔트,,토공부,,신설
20110718,경기광주지사,0350,통영대전선,중부선,하남,2,341,342,아스팔트,,토공부,,신설
1999,인천지사,1000,서울외곽순환선,판교,4,78,78,아스팔트,SMA,교량부,귤현대교,신설
1992,순천지사,0102,남해선(순천부산),순천,1,18,18,콘크리트,JCP,토공부,,확장
1992,순천지사,0102,남해선(순천부산),순천,1,18,18,콘크리트,JCP,토공부,,확장
1992,순천지사,0102,남해선(순천부산),순천,1,18,18,아스팔트,일반아스팔트,토공부,,확장
1992,순천지사,0102,남해선(순천부산),부산,1,18,18,콘크리트,JCP,토공부,,확장
1992,순천지사,0102,남해선(순천부산),순천,1,18,18,아스팔트,일반아스팔트,토공부,,확장
1992,순천지사,0102,남해선(순천부산),부산,1,18,18,아스팔트,일반아스팔트,교량부,쇠문육교,확장
20121128,순천지사,0102,남해선(순천부산),순천,1,18,19,콘크리트,,토공부,,확장
20121128,순천지사,0102,남해선(순천부산),순천,1,19,19,아스팔트,,토공부,,확장
20121112,순천지사,0102,남해선(순천부산),순천,1,20,21,콘크리트,JCP,토공부,,확장
20101014,순천지사,0102,남해선(순천부산),순천,1,22,22,아스팔트,,교량부,대죽교,확장
20101014,순천지사,0102,남해선(순천부산),순천,1,22,22,아스팔트,,교량부,대죽교,확장
20081124,순천지사,0102,남해선(순천부산),순천,1,23,24,콘크리트,JCP,토공부,,확장
1992,순천지사,0102,남해선(순천부산),부산,1,20,20,아스팔트,일반아스팔트,교량부,하선교,확장
1996,순천지사,0250,논산천안선,호남선,천안,1,0,0,아스팔트,일반아스팔트,토공부,,확장
20140825,인천지사,1000,서울외곽순환선,판교,4,79,80,아스팔트,,교량부,양지교,신설
1996,순천지사,0250,논산천안선,호남선,천안,1,0,1,콘크리트,JCP,토공부,,확장
20140825,인천지사,1000,서울외곽순환선,판교,4,80,80,아스팔트,일반아스팔트,토공부,,신설
1996,순천지사,0250,논산천안선,호남선,천안,1,1,3,콘크리트,JCP,토공부,,확장
1996,순천지사,0250,논산천안선,호남선,천안,1,4,5,콘크리트,JCP,토공부,,확장
1992,순천지사,0102,남해선(순천부산),부산,1,22,22,아스팔트,일반아스팔트,교량부,대죽교,확장
1996,순천지사,0250,논산천안선,호남선,천안,1,5,6,콘크리트,JCP,토공부,,확장
1992,순천지사,0102,남해선(순천부산),부산,1,22,22,콘크리트,JCP,토공부,,확장
20081020,인천지사,1000,서울외곽순환선,판교,3,80,81,아스팔트,일반아스팔트,토공부,,신설
20140825,인천지사,1000,서울외곽순환선,판교,4,80,80,아스팔트,,토공부,,신설
1999,인천지사,1000,서울외곽순환선,판교,3,80,80,아스팔트,일반아스팔트,토공부,,신설
20160523,순천지사,0250,논산천안선,호남선,천안,1,23,23,아스팔트,일반아스팔트,토공부,,확장
20121109,순천지사,0102,남해선(순천부산),부산,2,14,15,아스팔트,,토공부,,확장
1999,인천지사,1000,서울외곽순환선,판교,4,80,81,아스팔트,일반아스팔트,토공부,,신설
20081020,인천지사,1000,서울외곽순환선,판교,3,80,80,아스팔트,,토공부,,신설
20101014,순천지사,0102,남해선(순천부산),부산,2,22,22,아스팔트,,토공부,,확장
20100602,순천지사,0102,남해선(순천부산),부산,2,22,22,콘크리트,JCP,토공부,,확장
20131025,순천지사,0102,남해선(순천부산),부산,2,23,23,아스팔트,,토공부,,확장
1996,순천지사,0250,논산천안선,호남선,순천,2,13,14,아스팔트,일반아스팔트,교량부,신전2교,확장
1996,순천지사,0250,논산천안선,호남선,순천,2,14,14,콘크리트,JCP,토공부,,확장
1996,순천지사,0250,논산천안선,호남선,순천,2,14,14,아스팔트,일반아스팔트,교량부,신전1교,확장
2017,양양지사,0600,서울양양선,서울,2,124,124,콘크리트,,교량부,방동2교,신설
2017,양양지사,0600,서울양양선,서울,1,123,124,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,서울,2,122,123,콘크리트,JCP,터널부,기린5터널,신설
1992,순천지사,0102,남해선(순천부산),부산,1,22,22,아스팔트,일반아스팔트,교량부,원월교,확장
2017,양양지사,0600,서울양양선,서울,1,122,122,콘크리트,,교량부,방동1교,신설
1992,순천지사,0102,남해선(순천부산),부산,1,22,23,콘크리트,JCP,토공부,,확장
2017,양양지사,0600,서울양양선,서울,2,121,122,콘크리트,JCP,터널부,기린4터널,신설
2017,양양지사,0600,서울양양선,서울,1,121,121,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,서울,2,121,121,콘크리트,,교량부,현리4교,신설
2017,양양지사,0600,서울양양선,서울,1,121,121,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,서울,2,121,121,콘크리트,,교량부,현리3교,신설
2017,양양지사,0600,서울양양선,서울,1,120,121,아스팔트,,토공부,,신설
2017,양양지사,0600,서울양양선,서울,2,120,120,콘크리트,JCP,터널부,기린2터널,신설
20121227,진주지사,0102,남해선(순천부산),순천,2,64,64,아스팔트,,토공부,,확장
20130904,산청지사,0350,통영대전선,중부선,하남,2,103,103,아스팔트,,교량부,남강천1교,신설
1999,영동지사,0350,통영대전선,중부선,하남,2,208,208,아스팔트,일반아스팔트,교량부,대별1교,신설
20100624,영주지사,0550,중앙선,부산,2,197,197,아스팔트,,토공부,,신설
20160920,영주지사,0550,중앙선,춘천,2,223,223,아스팔트,,토공부,,신설
2014,양산지사,5510,중앙선의 지선,양산,2,0,0,아스팔트,PSMA,토공부,,신설
2014,양산지사,5510,중앙선의 지선,김해,2,5,5,콘크리트,콘크리트마모층  ,토공부,,신설
2004,충주지사,0450,중부내륙선,창원,2,208,208,아스팔트,SMA,교량부,방곡2교,신설
2004,충주지사,0450,중부내륙선,창원,2,208,208,콘크리트,JCP,토공부,,신설
2014,양산지사,5510,중앙선의 지선,김해,2,4,4,아스팔트,PSMA,토공부,,신설
2004,충주지사,0450,중부내륙선,창원,2,215,216,콘크리트,JCP,토공부,,신설
2004,충주지사,0450,중부내륙선,창원,2,216,216,아스팔트,SMA,교량부,문주1교,신설
2004,충주지사,0450,중부내륙선,창원,2,216,216,콘크리트,JCP,토공부,,신설
2004,충주지사,0450,중부내륙선,창원,2,216,217,콘크리트,JCP,터널부,매현2터널,신설
2004,충주지사,0450,중부내륙선,창원,2,217,218,콘크리트,JCP,토공부,,신설
2011,이천지사,0500,영동선,인천,2,72,73,아스팔트,일반아스팔트,토공부,,확장
2004,충주지사,0450,중부내륙선,창원,2,218,218,콘크리트,JCP,터널부,매현1터널,신설
2001,창원지사,0102,남해선(순천부산),순천,2,136,136,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,3,136,136,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,4,136,136,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,1,136,136,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,2,136,136,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,3,136,136,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,4,136,136,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,1,136,136,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,2,136,136,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,3,136,136,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,4,136,136,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,1,136,136,아스팔트,일반아스팔트,교량부,우동2교,확장
2001,창원지사,0102,남해선(순천부산),순천,2,136,136,아스팔트,일반아스팔트,교량부,우동2교,확장
2001,창원지사,0102,남해선(순천부산),순천,3,136,136,아스팔트,일반아스팔트,교량부,우동2교,확장
2001,창원지사,0102,남해선(순천부산),순천,4,136,136,아스팔트,일반아스팔트,교량부,우동2교,확장
2001,창원지사,0102,남해선(순천부산),순천,2,136,136,아스팔트,일반아스팔트,토공부,,확장
2004,충주지사,0450,중부내륙선,창원,2,218,218,콘크리트,JCP,토공부,,신설
2004,충주지사,0450,중부내륙선,창원,2,218,219,콘크리트,JCP,터널부,탄용터널,신설
2001,창원지사,0102,남해선(순천부산),순천,1,136,137,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,2,136,137,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,3,136,137,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,4,136,137,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,1,137,138,콘크리트,JCP,터널부,김해터널,확장
2001,창원지사,0102,남해선(순천부산),순천,4,138,138,콘크리트,JCP,터널부,김해터널,확장
2001,창원지사,0102,남해선(순천부산),순천,3,137,138,콘크리트,JCP,터널부,김해터널,확장
2014,양산지사,5510,중앙선의 지선,김해,2,3,3,콘크리트,콘크리트마모층  ,토공부,,신설
20101221,논산지사,2510,호남선의 지선,대전,2,5,5,아스팔트,,교량부,연무3교,신설
2014,양산지사,5510,중앙선의 지선,김해,2,1,3,콘크리트,콘크리트마모층  ,토공부,,신설
2001,창원지사,0102,남해선(순천부산),순천,1,138,139,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,2,138,139,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,3,138,139,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,4,138,139,콘크리트,JCP,토공부,,확장
2001,창원지사,0102,남해선(순천부산),순천,1,139,139,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,2,139,139,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,3,139,139,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,4,139,139,아스팔트,일반아스팔트,교량부,,확장
2001,창원지사,0102,남해선(순천부산),순천,1,139,139,아스팔트,일반아스팔트,교량부,청천교,확장
2001,창원지사,0102,남해선(순천부산),순천,2,139,139,아스팔트,일반아스팔트,교량부,청천교,확장
2001,창원지사,0102,남해선(순천부산),순천,3,139,139,아스팔트,일반아스팔트,교량부,청천교,확장
2001,창원지사,0102,남해선(순천부산),순천,4,139,139,아스팔트,일반아스팔트,교량부,청천교,확장
20160617,전주지사,0250,논산천안선,호남선,순천,2,125,125,아스팔트,,토공부,,재포장
20161124,전주지사,0250,논산천안선,호남선,순천,1,149,149,아스팔트,,토공부,,재포장
2014,양산지사,5510,중앙선의 지선,양산,1,16,16,아스팔트,일반아스팔트,교량부,남양산IC육교,확장
2001,창원지사,0102,남해선(순천부산),순천,2,140,140,아스팔트,일반아스팔트,교량부,진례IC교,확장
2014,양산지사,5510,중앙선의 지선,김해,3,15,15,아스팔트,일반아스팔트,토공부,,확장
2005,울산지사,0010,경부선,부산,1,40,40,아스팔트,SMA,교량부,동부육교,확장
2005,울산지사,0010,경부선,부산,1,40,40,콘크리트,JCP,토공부,,확장
2003,구미지사,0010,경부선,부산,1,176,176,콘크리트,JCP,토공부,,확장
2003,구미지사,0010,경부선,부산,1,176,176,아스팔트,SMA,교량부,도량육교,확장
2003,구미지사,0010,경부선,부산,1,176,176,아스팔트,SMA,토공부,,확장
2001,창원지사,0102,남해선(순천부산),부산,1,116,116,아스팔트,일반아스팔트,교량부,,신설
2001,창원지사,0102,남해선(순천부산),부산,2,116,116,아스팔트,일반아스팔트,교량부,,신설
20160610,부안지사,0150,서해안선,목포,1,120,120,아스팔트,,토공부,,신설
20160818,보령지사,0150,서해안선,서울,2,154,154,아스팔트,,토공부,,신설
20071205,논산지사,2510,호남선의 지선,대전,2,4,4,아스팔트,,토공부,,신설
20160614,무주지사,0350,통영대전선,중부선,통영,1,148,149,아스팔트,,토공부,,신설
20160610,무주지사,0350,통영대전선,중부선,통영,2,145,145,콘크리트,JCP,토공부,,신설
20160614,무주지사,0350,통영대전선,중부선,통영,1,147,147,아스팔트,,토공부,,신설
20160614,무주지사,0350,통영대전선,중부선,통영,1,147,147,아스팔트,,토공부,,신설
20160614,무주지사,0350,통영대전선,중부선,통영,1,147,147,아스팔트,,토공부,,신설
20131031,함평지사,0121,무안광주선,무안,1,13,13,아스팔트,,토공부,,신설
20131031,함평지사,0121,무안광주선,무안,1,14,14,아스팔트,,교량부,월산2교,신설
20131031,함평지사,0121,무안광주선,무안,1,14,14,콘크리트,,토공부,,신설
20071205,논산지사,2510,호남선의 지선,대전,2,3,4,아스팔트,,토공부,,신설
20160628,무주지사,0350,통영대전선,중부선,통영,1,145,145,아스팔트,,교량부,양악교,신설
20131031,함평지사,0121,무안광주선,무안,2,13,13,아스팔트,,교량부,함평천교,신설
20131031,함평지사,0121,무안광주선,무안,2,13,13,아스팔트,,교량부,함평천교,신설
20131031,함평지사,0121,무안광주선,무안,2,11,11,콘크리트,,토공부,,신설
20160628,무주지사,0350,통영대전선,중부선,통영,1,146,146,아스팔트,,토공부,,신설
20160614,무주지사,0350,통영대전선,중부선,통영,1,147,147,아스팔트,,교량부,공진교,신설
2007,논산지사,0205,익산장수선,장수,2,6,6,콘크리트,JCP,토공부,,신설
2003,구미지사,0010,경부선,부산,1,176,176,아스팔트,SMA,교량부,구미천교,확장
20091106,서울산지사,0010,경부선,부산,2,38,38,아스팔트,,토공부,,확장
20160614,무주지사,0350,통영대전선,중부선,통영,1,147,147,아스팔트,,토공부,,신설
20160614,무주지사,0350,통영대전선,중부선,통영,1,147,147,아스팔트,,토공부,,신설
2007,논산지사,0205,익산장수선,장수,2,6,6,콘크리트,LMC,교량부,상운1교,신설
20160614,무주지사,0350,통영대전선,중부선,통영,1,147,147,아스팔트,,토공부,,신설
2001,창원지사,0102,남해선(순천부산),부산,1,120,121,콘크리트,JCP,토공부,,신설
2001,창원지사,0102,남해선(순천부산),부산,1,120,120,아스팔트,일반아스팔트,교량부,,신설
2001,창원지사,0102,남해선(순천부산),부산,2,120,120,아스팔트,일반아스팔트,교량부,,신설
2001,창원지사,0102,남해선(순천부산),부산,1,120,120,아스팔트,일반아스팔트,교량부,무기1교,신설
2001,창원지사,0102,남해선(순천부산),부산,2,120,120,아스팔트,일반아스팔트,교량부,무기1교,신설
2001,창원지사,0102,남해선(순천부산),부산,1,120,120,아스팔트,일반아스팔트,교량부,,신설
2001,창원지사,0102,남해선(순천부산),부산,2,120,120,아스팔트,일반아스팔트,교량부,,신설
20110630,창녕지사,0450,중부내륙선,창원,2,41,41,아스팔트,,토공부,,확장
20081231,창녕지사,0450,중부내륙선,창원,2,41,41,아스팔트,,토공부,,확장
20121227,창녕지사,0450,중부내륙선,창원,1,14,14,아스팔트,,토공부,,확장
20090624,창녕지사,0450,중부내륙선,창원,2,12,13,아스팔트,,토공부,,확장
1995,군위지사,0550,중앙선,춘천,1,149,150,콘크리트,JCP,토공부,,신설
