2010 12 17    8.03   -1.92   -4.80    2.80   -5.23   -1.78              0.49              0.49              -999              2.06
2010 12 18   10.14   -2.28   -4.15    4.24   -5.90   -1.38              0.63              0.63              -999              2.67
2010 12 19    6.33    1.79    2.38    5.50   -0.83    2.58              0.28              0.28              -999              1.17
2010 12 20    7.82    1.19   -1.58    5.97   -1.86    1.73              0.49              0.49              2.82              2.09
2010 12 21    7.09    1.48   -0.71    6.20   -0.90    1.70              0.61              0.61              -999              2.52
2010 12 22    7.19    1.40    0.52    6.51   -0.68    1.78              0.64              0.64              2.78              2.68
2010 12 23   12.85   -2.81   -8.85    0.94  -11.92   -4.21              0.47              0.47              -999              1.94
2010 12 24    6.25  -10.30  -16.71   -9.57  -15.83  -13.12              0.68              0.68              2.90              2.82
2010 12 25    7.82  -10.52  -15.15   -8.18  -16.00  -12.61              0.63              0.63              2.98              2.69
2010 12 26    7.61   -8.67  -12.69   -7.40  -15.00  -10.54              0.53              0.53              -999              2.22
2010 12 27   10.43   -3.27   -6.44    2.11   -8.31   -3.06              0.38              0.38              -999              1.60
2010 12 28    8.82   -2.48   -5.03    0.46   -8.36   -2.78              0.29              0.29              -999              1.20
2010 12 29    8.41   -5.24   -9.49   -2.84  -11.25   -6.52              0.67              0.67              -999              2.79
2010 12 30    7.52   -4.91   -8.56   -3.19  -10.71   -6.07              0.44              0.44              -999              1.89
2010 12 31    6.73   -8.68  -11.85   -5.99  -12.72   -9.82              0.62              0.62              -999              2.64
2011 01 01   10.42   -8.08  -10.70   -2.39  -12.81   -7.82              0.57              0.57              -999              2.42
2011 01 02    7.83   -8.16   -9.12   -2.01   -9.83   -6.71              0.63              0.63              2.92              2.73
2011 01 03    9.07   -6.12   -7.80   -1.03  -10.09   -6.09              0.59              0.59              -999              2.50
2011 01 04    6.50   -5.72   -7.71   -1.83   -8.33   -5.83              0.50              0.50              -999              2.15
2011 01 05    8.00   -5.80   -9.04   -2.75  -10.75   -6.43              0.56              0.56              -999              2.46
2011 01 06    8.19   -9.28  -12.80   -5.27  -13.46  -10.24              0.68              0.68              3.01              2.98
2011 01 07   10.72   -9.58  -11.98   -3.15  -13.87   -9.19              0.67              0.67              -999              2.94
2011 01 08   10.15   -5.15   -6.83    0.66   -9.49   -4.13              0.51              0.51              -999              2.26
2011 01 09    7.98   -7.74  -11.78   -5.44  -13.43   -8.70              0.67              0.67              -999              3.00
2011 01 10    9.98  -10.63  -13.73   -5.31  -15.29  -10.48              0.68              0.68              -999              3.07
2011 01 11    8.05   -6.27   -9.11   -1.88   -9.93   -6.43              0.40              0.40              -999              1.79
2011 01 12    9.08   -9.70  -13.31   -4.85  -13.93  -10.07              0.68              0.68              -999              3.09
2011 01 13   10.01   -8.95  -11.54   -2.99  -13.00   -8.09              0.66              0.66              -999              3.08
2011 01 14    9.30   -4.16   -7.25   -0.00   -9.30   -4.31              0.60              0.60              -999              2.74
2011 01 15    8.70  -12.13  -16.99  -10.21  -18.91  -14.04              0.60              0.60              -999              2.73
2011 01 16    9.92  -13.78  -17.38  -10.12  -20.05  -15.74              0.74              0.74              -999              3.45
2011 01 17   11.45  -11.07  -14.07   -5.23  -16.69  -11.83              0.69              0.69              -999              3.27
2011 01 18   10.44   -9.40  -11.73   -3.60  -14.05   -9.37              0.68              0.68              -999              3.21
2011 01 19    9.79   -8.37  -12.02   -3.79  -13.57   -8.84              0.69              0.69              -999              3.26
2011 01 20    9.07   -9.97  -13.42   -5.44  -14.50  -10.64              0.68              0.68              3.35              3.31
2011 01 21    9.12   -9.05  -12.04   -3.72  -12.84   -8.87              0.68              0.68              -999              3.30
2011 01 22    8.35   -7.27   -9.81   -1.73  -10.07   -6.12              0.71              0.71              -999              3.44
2011 01 23    7.74   -6.05   -7.22   -1.39   -9.13   -5.16              0.23              0.23              -999              1.13
2011 01 24    6.20   -9.39  -12.60   -6.55  -12.75  -10.26              0.61              0.61              -999              3.05
2011 01 25    7.69   -9.59  -12.48   -5.33  -13.02  -10.14              0.64              0.64              3.83              3.16
2011 01 26    9.07  -10.09  -13.55   -5.38  -14.45  -10.76              0.78              0.78              3.92              3.87
2011 01 27   10.09   -9.96  -14.10   -5.75  -15.83  -10.97              0.70              0.70              -999              3.62
2011 01 28    6.94   -8.47  -13.30   -5.33  -12.26   -9.55              0.65              0.65              -999              3.34
2011 01 29    7.90  -10.39  -14.36   -6.71  -14.62  -11.12              0.69              0.69              3.68              3.63
2011 01 30    9.62  -11.64  -15.08   -6.77  -16.38  -12.38              0.78              0.78              -999              4.00
2011 01 31   15.31   -8.77  -10.01   -0.31  -15.63   -8.13              0.66              0.66              3.82              3.51
2011 02 01    9.23   -5.55   -5.45    0.92   -8.31   -3.67              0.64              0.64              -999              3.46
2011 02 02    7.35   -3.34   -3.42    3.25   -4.10   -0.80              0.71              0.71              3.87              3.76
2011 02 03    7.64   -3.07   -1.85    2.79   -4.86   -1.11              0.48              0.48              -999              2.62
2011 02 04    5.23   -1.55   -2.15    2.13   -3.10   -1.12              0.47              0.47              -999              2.60
2011 02 05    8.62   -1.46   -5.59    2.73   -5.89   -1.52              0.57              0.57              -999              3.15
2011 02 06    6.49   -1.40   -2.13    2.30   -4.19   -0.71              0.32              0.32              -999              1.79
2011 02 07    9.39   -2.02   -6.05    2.58   -6.81   -2.03              0.51              0.51              -999              2.91
2011 02 08    7.84   -0.31   -4.61    4.89   -2.94    0.03              0.66              0.66              -999              3.83
2011 02 09    8.80   -2.26   -7.62    0.82   -7.98   -3.21              0.68              0.68              4.11              3.87
2011 02 10    8.65   -3.60   -8.53    0.15   -8.49   -4.50              0.59              0.59              -999              3.42
2011 02 11    7.48   -3.57   -7.60   -0.04   -7.51   -4.35              0.71              0.71              4.21              4.17
2011 02 12    8.01   -6.82  -11.27   -3.68  -11.68   -7.99              0.72              0.72              4.29              4.23
2011 02 13    8.37   -7.18  -12.40   -3.69  -12.06   -7.51              0.63              0.63              -999              3.72
2011 02 14    5.51   -6.12   -9.52   -2.49   -8.00   -5.40              0.55              0.55              -999              3.35
2011 02 15    8.50   -5.75   -7.10    1.03   -7.47   -3.89              0.72              0.72              4.34              4.30
2011 02 16    7.97   -3.29   -5.63    0.92   -7.06   -2.78              0.48              0.48              -999              2.95
2011 02 17    7.19   -1.91   -4.40    2.40   -4.80   -1.67              0.65              0.65              -999              4.03
2011 02 18   11.33   -1.84   -4.63    4.23   -7.10   -1.70              0.72              0.72              4.49              4.46
2011 02 19    9.85   -1.02   -4.35    4.59   -5.25   -0.91              0.70              0.70              4.55              4.50
2011 02 20   12.43    0.59   -2.58    8.24   -4.20    0.99              0.71              0.71              -999              4.70
2011 02 21    9.93    1.29   -3.12    7.52   -2.41    2.20              0.72              0.72              4.60              4.56
2011 02 22   10.19    1.76   -1.38    8.70   -1.48    3.24              0.67              0.67              4.66              4.41
2011 02 23    9.12    2.19   -0.20    8.28   -0.84    2.98              0.55              0.55              4.64              3.61
2011 02 24   10.31    2.14    0.67    7.91   -2.40    2.48              0.66              0.66              -999              4.29
2011 02 25    8.30   -0.36   -6.71    4.29   -4.01   -0.92              0.73              0.73              4.91              4.81
2011 02 26   11.85    1.96   -2.25    8.62   -3.23    2.33              0.70              0.70              -999              4.78
2011 02 27    3.59    1.29    0.16    3.28   -0.31    1.63              0.14              0.14              -999              0.95
2011 02 28    5.29    1.56   -1.23    4.68   -0.61    1.32              0.26              0.26              -999              1.84
2011 03 01    8.66    0.11   -3.94    3.62   -5.04   -0.54              0.60              0.60              -999              4.25
2011 03 02    6.35   -2.76   -9.07    0.22   -6.13   -3.68              0.72              0.72              5.09              5.02
2011 03 03    7.89   -2.51   -8.69    1.11   -6.78   -3.44              0.69              0.69              5.13              5.02
2011 03 04   10.78   -1.43   -5.83    3.76   -7.01   -1.91              0.76              0.76              5.38              5.34
2011 03 05    6.57   -0.42   -1.84    3.69   -2.88   -0.15              0.60              0.60              -999              4.33
2011 03 06    7.01    1.76   -0.74    6.04   -0.97    1.46              0.59              0.59              -999              4.33
2011 03 07    7.58    0.34   -5.38    4.25   -3.33   -0.28              0.72              0.72              5.33              5.24
2011 03 08    8.64    0.36   -4.58    5.13   -3.50   -0.07              0.72              0.72              5.54              5.31
2011 03 09    7.53   -0.40   -6.67    3.44   -4.09   -1.07              0.71              0.71              -999              5.30
2011 03 10    9.28    0.06   -4.27    4.80   -4.48   -0.20              0.66              0.66              -999              5.17
2011 03 11    9.69    1.43   -2.65    7.34   -2.35    1.50              0.72              0.72              5.55              5.50
2011 03 12   10.09    2.94    0.31    9.74   -0.35    3.19              0.68              0.68              5.54              5.41
2011 03 13    9.61    4.52    4.47   10.31    0.69    4.81              0.48              0.48              -999              3.79
2011 03 14    9.50    3.77    0.87    8.63   -0.87    3.96              0.39              0.39              -999              3.08
2011 03 15    8.56    0.91   -5.50    4.70   -3.87   -0.07              0.69              0.69              -999              5.52
2011 03 16    6.60   -0.70   -7.87    2.03   -4.57   -1.67              0.69              0.69              5.82              5.63
2011 03 17    9.03    0.86   -6.08    5.29   -3.74   -0.11              0.72              0.72              5.89              5.84
2011 03 18   10.66    2.00   -3.21    7.82   -2.84    1.74              0.72              0.72              5.93              5.79
2011 03 19    6.95    3.77    0.70    8.59    1.64    4.01              0.67              0.67              -999              5.42
2011 03 20    7.86    3.72   -0.52    9.50    1.65    4.19              0.52              0.52              -999              4.32
2011 03 21   10.88    4.53   -1.17   10.69   -0.19    4.31              0.62              0.62              -999              5.10
2011 03 22    8.94    1.13   -7.18    5.47   -3.47    0.19              0.75              0.75              -999              6.31
2011 03 23    9.85    1.53   -4.89    6.18   -3.68    0.52              0.73              0.73              6.19              6.06
2011 03 24    7.04    1.62   -2.42    5.12   -1.92    1.04              0.51              0.51              -999              4.38
2011 03 25    7.53    0.81   -5.03    4.35   -3.18    0.09              0.73              0.73              6.27              6.10
2011 03 26   10.63    1.82   -4.35    7.21   -3.42    1.28              0.71              0.71              6.30              6.23
2011 03 27    7.83    2.56   -1.09    6.62   -1.21    2.73              0.54              0.54              -999              4.71
2011 03 28    6.76    3.13   -0.27    6.90    0.14    3.45              0.57              0.57              -999              4.99
2011 03 29    8.83    2.86   -0.91    7.60   -1.23    2.55              0.64              0.64              -999              5.69
2011 03 30   12.39    5.12    1.36   11.57   -0.82    4.66              0.72              0.72              6.44              6.27
2011 03 31   11.29    5.18    2.03   11.44    0.15    4.57              0.63              0.63              6.49              5.75
2011 04 01   11.98    6.38    1.38   11.85   -0.13    5.49              0.68              0.68              6.62              6.15
2011 04 02    7.99    4.83    1.56    9.61    1.62    5.56              0.43              0.43              -999              3.93
2011 04 03   12.96    6.86    1.71   12.89   -0.07    6.32              0.64              0.64              6.53              5.93
2011 04 04   14.04    6.99    1.05   13.91   -0.13    6.43              0.71              0.71              6.68              6.56
2011 04 05   12.08    6.58   -0.17   14.25    2.16    7.22              0.76              0.76              7.06              6.98
2011 04 06   10.02    5.06    0.18   10.94    0.91    6.29              0.50              0.50              -999              4.73
2011 04 07    6.40    6.42    5.22    9.78    3.37    6.58              0.22              0.22              -999              2.03
2011 04 08   12.37    8.46    2.17   14.94    2.57    8.06              0.70              0.70              6.77              6.53
2011 04 09   10.65    6.83    3.10   12.89    2.24    7.03              0.54              0.54              6.82              5.19
2011 04 10    9.75    8.02    4.51   12.59    2.84    7.38              0.61              0.61              -999              5.84
2011 04 11   12.80    6.55   -1.65   12.84    0.04    6.22              0.71              0.71              7.05              6.98
2011 04 12   13.49    6.36    0.90   13.49   -0.00    5.61              0.73              0.73              7.07              7.03
2011 04 13   12.71    7.87    3.46   14.29    1.59    6.81              0.72              0.72              7.03              6.88
2011 04 14   11.41    8.68    3.12   14.45    3.04    7.69              0.65              0.65              -999              6.46
2011 04 15   11.83    9.93    7.22   15.52    3.69    9.50              0.36              0.36              6.53              3.52
2011 04 16   15.65    8.38    0.17   15.26   -0.39    7.69              0.72              0.72              7.32              7.24
2011 04 17   14.43    9.16    3.97   15.67    1.24    8.31              0.73              0.73              7.18              7.04
2011 04 18    6.12    7.37    3.23    8.90    2.78    6.12              0.23              0.23              -999              2.27
2011 04 19   12.11    8.66    2.50   14.29    2.17    7.58              0.67              0.67              7.13              6.91
2011 04 20   10.21    8.57    3.81   14.09    3.88    7.52              0.69              0.69              -999              7.05
2011 04 21    8.52    7.99    4.06   12.81    4.29    8.69              0.54              0.54              -999              5.39
2011 04 22    6.85    7.26    4.78   10.26    3.41    7.23              0.18              0.18              -999              1.86
2011 04 23   11.08    7.23    2.29   12.84    1.76    6.74              0.73              0.73              7.34              7.25
2011 04 24    8.76    7.54    3.47   11.48    2.72    6.88              0.69              0.69              7.32              7.08
2011 04 25   10.07   10.01    5.00   14.56    4.49    9.19              0.64              0.64              7.33              6.73
2011 04 26    5.19    8.63    6.82   11.61    6.42    8.74              0.20              0.20              -999              2.05
2011 04 27    7.36    9.52    7.04   12.32    4.96    9.22              0.47              0.47              -999              4.97
2011 04 28   11.22    9.23    3.09   14.27    3.05    8.17              0.69              0.69              7.49              7.17
2011 04 29    8.78    9.26    5.64   13.32    4.53    9.63              0.26              0.26              -999              2.72
2011 04 30    4.84   11.68   10.80   13.82    8.98   11.79              0.16              0.16              -999              1.74
2011 05 01    8.94   11.24    7.35   15.74    6.80   10.83              0.63              0.63              -999              6.76
2011 05 02   10.67   11.42    7.33   16.97    6.30   10.94              0.70              0.70              -999              7.28
2011 05 03   12.17   11.74    5.68   18.40    6.22   11.59              0.70              0.70              7.70              7.52
2011 05 04   12.41   11.59    5.08   18.56    6.16   12.28              0.59              0.59              -999              6.30
2011 05 05   12.21   13.22    8.29   19.44    7.23   13.23              0.68              0.68              7.56              7.31
2011 05 06    7.44   12.02   10.13   15.35    7.92   12.20              0.19              0.19              -999              2.02
2011 05 07    9.91   14.25   10.27   19.09    9.18   13.72              0.46              0.46              -999              4.91
2011 05 08   13.98   14.83    7.85   20.86    6.88   14.57              0.61              0.61              -999              6.71
2011 05 09    7.37   15.00   13.56   19.40   12.02   15.27              0.17              0.17              -999              1.88
2011 05 10    6.55   14.18   12.21   18.42   11.87   14.52              0.14              0.14              -999              1.57
2011 05 11    7.41   14.67   11.96   19.32   11.91   14.88              0.25              0.25              -999              2.69
2011 05 12   11.70   14.15   10.46   19.65    7.96   13.75              0.54              0.54              7.58              5.90
2011 05 13   10.37   12.67    7.19   17.74    7.37   12.29              0.74              0.74              7.95              7.89
2011 05 14   13.35   13.16    7.38   20.08    6.73   12.85              0.73              0.73              8.05              7.97
2011 05 15    9.69   12.92   10.02   18.18    8.49   12.87              0.68              0.68              7.85              7.45
2011 05 16   11.61   12.98    7.09   19.28    7.68   12.96              0.71              0.71              7.94              7.86
2011 05 17   11.24   13.83    6.51   19.85    8.61   13.89              0.70              0.70              7.92              7.64
2011 05 18   10.23   14.74   11.25   19.39    9.15   15.14              0.54              0.54              -999              6.05
2011 05 19    5.92   16.70   14.49   20.25   14.33   16.75              0.35              0.35              -999              3.99
2011 05 20    3.13   15.32   14.07   16.77   13.64   15.29              0.18              0.18              -999              2.02
2011 05 21    5.25   12.86   10.02   16.01   10.76   12.95              0.17              0.17              -999              1.88
2011 05 22   11.73   14.47    8.29   20.22    8.48   14.71              0.59              0.59              -999              6.76
2011 05 23   11.21   15.97    8.76   23.14   11.94   16.73              0.65              0.65              8.34              7.27
2011 05 24   14.96   16.73    8.98   24.67    9.71   17.39              0.65              0.65              -999              7.51
2011 05 25    8.18   15.88   12.66   21.33   13.15   17.08              0.44              0.44              -999              4.95
2011 05 26    9.55   16.35   12.14   21.86   12.31   16.58              0.31              0.31              -999              3.57
2011 05 27   11.12   17.42   11.91   22.28   11.16   16.95              0.72              0.72              -999              8.01
2011 05 28   13.30   19.02   12.88   25.68   12.38   19.52              0.66              0.66              8.02              7.70
2011 05 29   12.88   19.42   13.33   26.07   13.18   19.79              0.71              0.71              8.01              7.96
2011 05 30   11.12   17.90   12.72   23.76   12.64   17.52              0.56              0.56              -999              6.51
2011 05 31    5.55   16.49   14.07   19.88   14.32   16.68              0.41              0.41              -999              4.66
2011 06 01    5.48   16.96   14.23   19.77   14.29   16.69              0.41              0.41              -999              4.76
2011 06 02    9.62   18.88   13.82   22.96   13.35   17.84              0.61              0.61              8.08              7.05
2011 06 03    8.97   17.37   13.31   20.77   11.80   16.36              0.57              0.57              -999              6.64
2011 06 04    8.62   18.30   14.08   22.48   13.87   17.70              0.46              0.46              -999              5.37
2011 06 05   12.13   18.71   13.05   24.96   12.83   18.34              0.67              0.67              8.09              7.80
2011 06 06   10.78   18.77   12.62   24.80   14.02   18.58              0.59              0.59              -999              6.70
2011 06 07    9.09   17.79   11.68   22.97   13.88   17.82              0.49              0.49              -999              5.69
2011 06 08   10.01   18.47   14.42   23.27   13.26   17.93              0.59              0.59              -999              6.92
2011 06 09    9.07   19.65   15.83   23.81   14.74   18.65              0.40              0.40              -999              4.61
2011 06 10   11.30   19.79   14.91   25.79   14.50   19.91              0.21              0.21              -999              2.46
2011 06 11   12.26   20.82   14.10   26.98   14.72   20.69              0.70              0.70              8.00              7.89
2011 06 12   10.14   20.10   15.05   25.87   15.72   19.92              0.66              0.66              -999              7.76
2011 06 13    9.53   20.85   14.82   25.30   15.77   19.90              0.64              0.64              -999              7.35
2011 06 14   12.83   21.38   13.50   27.19   14.36   20.57              0.70              0.70              -999              8.06
2011 06 15   11.43   22.66   14.97   28.26   16.83   22.46              0.65              0.65              7.93              7.79
2011 06 16   11.34   22.74   15.12   28.12   16.78   22.56              0.69              0.69              8.00              7.86
2011 06 17   10.70   21.33   14.86   26.33   15.63   20.88              0.54              0.54              7.91              6.34
2011 06 18    9.41   22.14   15.65   26.52   17.10   21.44              0.62              0.62              -999              7.05
2011 06 19   12.36   24.04   16.62   29.29   16.93   23.60              0.68              0.68              -999              7.84
2011 06 20   12.63   24.17   15.99   30.28   17.66   23.35              0.69              0.69              7.94              7.79
2011 06 21   10.34   22.69   16.42   26.97   16.63   21.66              0.65              0.65              8.06              7.53
2011 06 22    8.66   22.72   19.50   26.65   17.99   22.07              0.28              0.28              -999              3.28
2011 06 23    4.03   21.20   20.20   23.52   19.49   21.13              0.10              0.10              -999              1.17
2011 06 24    6.00   19.81   17.94   22.31   16.31   19.79              0.24              0.24              -999              2.84
2011 06 25    5.03   17.73   15.74   20.48   15.44   17.60              0.17              0.17              -999              2.04
2011 06 26    6.35   19.22   17.48   23.00   16.65   19.57              0.19              0.19              -999              2.13
2011 06 27    2.98   18.64   17.34   19.53   16.56   18.62              0.15              0.15              -999              1.75
2011 06 28    8.56   21.04   17.65   24.82   16.26   21.08              0.65              0.65              -999              7.41
2011 06 29    4.20   20.91   20.50   23.69   19.48   21.25              0.14              0.14              -999              1.65
2011 06 30    4.47   21.74   21.10   24.20   19.73   22.22              0.29              0.29              -999              3.38
2011 07 01    7.25   23.88   21.41   27.70   20.45   23.97              0.54              0.54              -999              6.17
2011 07 02    6.85   23.19   21.31   26.64   19.79   22.93              0.31              0.31              -999              3.56
2011 07 03    5.78   22.48   21.61   25.59   19.81   22.64              0.09              0.09              -999              1.05
2011 07 04    8.59   22.11   19.51   26.26   17.66   22.03              0.65              0.65              7.96              7.77
2011 07 05   10.00   22.43   18.41   27.16   17.16   22.22              0.68              0.68              -999              7.73
2011 07 06   10.25   22.85   17.75   28.50   18.26   22.95              0.57              0.57              -999              6.43
2011 07 07    3.85   21.71   20.37   23.72   19.87   21.79              0.13              0.13              -999              1.46
2011 07 08    3.91   21.54   19.65   23.18   19.27   21.22              0.30              0.30              -999              3.41
2011 07 09    6.05   22.61   20.53   26.08   20.03   22.84              0.34              0.34              -999              3.96
2011 07 10    4.59   22.66   21.90   25.58   20.99   23.07              0.45              0.45              -999              5.17
2011 07 11    2.66   21.57   21.24   23.40   20.74   21.89              0.12              0.12              -999              1.35
2011 07 12    3.78   21.95   21.22   24.40   20.62   22.19              0.18              0.18              -999              2.11
2011 07 13    3.78   22.93   22.41   25.36   21.58   23.29              0.16              0.16              -999              1.82
2011 07 14    2.81   23.29   22.76   25.23   22.42   23.65              0.14              0.14              -999              1.60
2011 07 15    3.79   23.31   22.61   25.26   21.47   23.48              0.14              0.14              -999              1.55
2011 07 16    4.54   23.20   21.87   25.36   20.82   23.11              0.20              0.20              -999              2.31
2011 07 17    3.53   23.03   21.72   24.96   21.43   23.23              0.30              0.30              -999              3.39
2011 07 18    7.22   24.75   22.74   29.36   22.13   25.24              0.55              0.55              -999              6.23
2011 07 19    7.42   24.06   21.97   28.38   20.96   24.57              0.66              0.66              7.43              7.36
2011 07 20    7.59   22.76   19.58   26.81   19.22   22.96              0.65              0.65              7.47              7.37
2011 07 21    7.82   21.93   19.01   26.19   18.37   21.97              0.66              0.66              -999              7.21
2011 07 22    8.43   22.96   20.57   26.73   18.29   22.36              0.23              0.23              -999              2.58
2011 07 23    5.24   23.71   21.96   26.32   21.09   23.62              0.45              0.45              -999              5.06
2011 07 24    5.04   23.69   22.00   26.22   21.18   23.61              0.41              0.41              -999              4.54
2011 07 25    6.06   24.43   22.14   27.23   21.17   24.33              0.46              0.46              -999              5.15
2011 07 26    3.83   24.25   23.60   26.48   22.65   24.66              0.22              0.22              -999              2.49
2011 07 27    3.05   24.90   24.24   27.11   24.06   25.16              0.25              0.25              -999              2.72
2011 07 28    2.38   24.30   23.89   25.68   23.30   24.60              0.25              0.25              -999              2.76
2011 07 29    5.31   25.31   23.40   27.86   22.55   25.06              0.52              0.52              -999              5.83
2011 07 30    5.09   25.02   23.45   27.89   22.80   25.07              0.44              0.44              -999              4.79
2011 07 31    4.20   24.82   23.42   27.03   22.84   24.94              0.17              0.17              -999              1.88
2011 08 01    5.16   25.17   23.25   28.11   22.95   25.21              0.33              0.33              -999              3.55
2011 08 02    5.93   24.87   23.06   28.05   22.12   24.96              0.47              0.47              -999              5.10
2011 08 03    4.76   24.53   23.47   26.95   22.20   24.61              0.19              0.19              -999              2.04
2011 08 04    3.04   24.45   23.43   26.54   23.50   24.96              0.16              0.16              -999              1.74
2011 08 05    8.50   26.61   23.58   31.09   22.59   27.03              0.64              0.64              7.03              6.89
2011 08 06    6.34   25.67   23.45   29.03   22.68   25.99              0.41              0.41              -999              4.45
2011 08 07    5.95   25.56   23.63   29.56   23.62   26.18              0.42              0.42              -999              4.59
2011 08 08    2.81   23.71   22.95   26.02   23.21   24.40              0.12              0.12              -999              1.26
2011 08 09    4.66   24.29   22.89   26.98   22.32   24.26              0.38              0.38              -999              4.06
2011 08 10    5.26   24.23   22.68   26.79   21.53   23.93              0.35              0.35              -999              3.66
2011 08 11    6.31   24.67   22.86   27.64   21.33   24.33              0.42              0.42              -999              4.42
2011 08 12    3.68   24.12   23.01   25.95   22.27   24.11              0.20              0.20              -999              2.09
2011 08 13    3.50   24.25   23.37   26.57   23.07   24.41              0.20              0.20              -999              2.11
2011 08 14    5.11   24.34   22.88   27.00   21.88   24.09              0.21              0.21              -999              2.14
2011 08 15    4.83   24.10   22.45   26.44   21.61   23.80              0.29              0.29              -999              3.06
2011 08 16    5.03   24.63   23.55   26.96   21.93   24.52              0.17              0.17              -999              1.73
2011 08 17    5.75   25.11   22.79   27.87   22.12   24.64              0.23              0.23              -999              2.31
2011 08 18    6.11   23.56   21.01   27.15   21.04   23.61              0.51              0.51              -999              5.17
2011 08 19    6.08   22.81   19.67   25.71   19.63   22.86              0.37              0.37              -999              3.78
2011 08 20    5.60   22.58   19.36   25.25   19.66   21.97              0.42              0.42              -999              4.25
2011 08 21    9.90   23.52   19.16   27.98   18.08   23.39              0.69              0.69              6.83              6.69
2011 08 22    6.45   22.92   19.91   26.24   19.79   22.99              0.56              0.56              -999              5.57
2011 08 23    8.83   23.43   18.96   27.13   18.29   22.92              0.68              0.68              7.02              6.59
2011 08 24    8.03   22.47   19.10   26.40   18.37   22.33              0.55              0.55              -999              5.57
2011 08 25    8.24   23.15   19.32   26.95   18.71   23.17              0.65              0.65              6.58              6.28
2011 08 26    7.07   23.15   20.10   26.83   19.75   23.10              0.60              0.60              -999              5.92
2011 08 27    7.49   24.61   21.25   28.17   20.68   24.62              0.58              0.58              6.63              5.66
2011 08 28    5.87   24.45   21.90   27.26   21.39   24.36              0.56              0.56              -999              5.34
2011 08 29    5.28   24.45   22.13   27.12   21.84   24.43              0.43              0.43              -999              4.12
2011 08 30    6.87   24.67   21.34   29.15   22.28   25.27              0.38              0.38              -999              3.67
2011 08 31    8.80   24.83   20.84   29.50   20.70   24.81              0.64              0.64              -999              6.30
2011 09 01    8.32   24.14   20.84   28.07   19.75   23.98              0.61              0.61              6.39              5.96
2011 09 02    9.50   24.00   20.71   28.87   19.37   23.80              0.65              0.65              -999              6.01
2011 09 03    9.87   21.48   17.96   26.77   16.90   21.35              0.64              0.64              6.36              6.09
2011 09 04    8.73   20.64   16.68   25.34   16.61   20.48              0.64              0.64              6.29              6.04
2011 09 05    9.33   20.69   16.83   25.06   15.73   20.22              0.66              0.66              6.37              6.33
2011 09 06    9.44   19.72   15.38   24.77   15.33   19.48              0.72              0.72              6.47              6.47
2011 09 07    9.93   19.55   13.60   23.91   13.98   19.65              0.51              0.51              -999              4.72
2011 09 08    5.68   20.97   15.78   24.48   18.80   21.09              0.46              0.46              -999              4.15
2011 09 09    5.47   20.80   16.83   23.47   18.00   20.18              0.22              0.22              -999              2.04
2011 09 10    4.91   19.52   17.33   22.12   17.21   19.34              0.35              0.35              -999              3.13
2011 09 11    5.57   20.43   18.04   23.13   17.56   20.05              0.26              0.26              -999              2.33
2011 09 12    4.38   20.03   17.13   22.54   18.16   20.15              0.41              0.41              -999              3.67
2011 09 13    8.16   21.89   17.06   26.07   17.91   21.92              0.59              0.59              5.76              5.31
2011 09 14    6.93   22.22   19.98   25.65   18.73   22.16              0.43              0.43              -999              3.75
2011 09 15    6.52   22.47   21.09   26.11   19.59   22.68              0.56              0.56              -999              4.84
2011 09 16    7.30   22.94   20.75   26.67   19.37   22.91              0.49              0.49              -999              4.28
2011 09 17    8.62   22.25   19.79   26.65   18.03   22.04              0.45              0.45              -999              3.88
2011 09 18    7.22   18.68   14.63   22.24   15.02   18.03              0.51              0.51              -999              4.43
2011 09 19    7.08   15.86   11.32   18.83   11.75   15.18              0.24              0.24              -999              2.07
2011 09 20   10.02   15.49   10.05   20.32   10.29   14.83              0.60              0.60              -999              5.01
2011 09 21   10.19   15.45    9.95   20.35   10.16   14.97              0.67              0.67              -999              5.58
2011 09 22   10.07   15.65   10.08   21.60   11.53   15.92              0.68              0.68              5.75              5.65
2011 09 23   11.76   16.57   11.58   22.34   10.59   16.73              0.69              0.69              5.69              5.62
2011 09 24   10.06   16.63   13.93   21.78   11.72   16.84              0.66              0.66              5.63              5.43
2011 09 25    9.38   17.68   13.40   23.05   13.68   18.04              0.68              0.68              5.57              5.44
2011 09 26   10.77   17.62   12.30   23.95   13.18   18.16              0.67              0.67              5.56              5.45
2011 09 27   12.45   17.56   12.49   24.20   11.75   17.65              0.67              0.67              5.53              5.45
2011 09 28    8.80   16.67   14.04   20.95   12.15   16.54              0.41              0.41              -999              3.23
2011 09 29    4.76   16.65   14.76   18.73   13.96   16.34              0.21              0.21              -999              1.62
2011 09 30    8.37   13.22    7.52   16.02    7.65   12.22              0.71              0.71              5.45              5.39
2011 10 01   10.21   11.67    5.31   15.97    5.75   10.26              0.69              0.69              5.38              5.27
2011 10 02    9.10   11.29    4.89   15.89    6.79   10.65              0.69              0.69              -999              5.20
2011 10 03   11.50   11.76    3.66   16.97    5.47   11.27              0.72              0.72              5.37              5.30
2011 10 04   10.05   13.02    5.91   17.93    7.88   13.04              0.71              0.71              5.24              5.20
2011 10 05    8.28   14.27    8.25   18.52   10.24   13.94              0.63              0.63              -999              4.79
