"","X","long","lat","지번주소","cluster"
"555",555,127.0655858,37.49039973,"강남구",3
"556",556,127.0655858,37.49039973,"강남구",3
"557",557,127.0666513,37.4905266,"강남구",3
"558",558,127.0681265,37.49107174,"강남구",3
"559",559,127.0685907,37.49130471,"강남구",3
"560",560,127.0703448,37.49635765,"강남구",3
"561",561,127.0703448,37.49635765,"강남구",3
"562",562,127.0713608,37.49448364,"강남구",3
"563",563,127.0715116,37.49416818,"강남구",3
"564",564,127.0715116,37.49416818,"강남구",3
"565",565,127.0730792,37.49671391,"강남구",3
"566",566,127.0702297,37.49659672,"강남구",3
"567",567,127.0700774,37.49691328,"강남구",3
"568",568,127.0700774,37.49691328,"강남구",3
"569",569,127.0700774,37.49691328,"강남구",3
"570",570,127.0730575,37.49744905,"강남구",3
"571",571,127.0732256,37.49766715,"강남구",3
"572",572,127.0730575,37.49744905,"강남구",3
"573",573,127.0732716,37.49762893,"강남구",3
"574",574,127.0732716,37.49762893,"강남구",3
"575",575,127.0692175,37.4985011,"강남구",3
"576",576,127.0577446,37.49217118,"강남구",2
"577",577,127.0582336,37.49239299,"강남구",2
"578",578,127.0595439,37.49298153,"강남구",2
"579",579,127.0607408,37.49354497,"강남구",3
"580",580,127.0613037,37.49344218,"강남구",3
"581",581,127.0599175,37.49280859,"강남구",3
