"","X","long","lat","瘤锅林家","cluster"
"2363",17460,127.117254,37.52534217,"价颇备",2
"2364",17461,127.116541,37.52488196,"价颇备",2
"2365",17462,127.1162464,37.52480363,"价颇备",2
"2366",17463,127.1168242,37.52457304,"价颇备",2
"2367",17464,127.1171263,37.52508805,"价颇备",2
"2368",17465,127.1191059,37.52827451,"价颇备",2
"2369",17466,127.118965,37.52805981,"价颇备",2
"2370",17467,127.1187119,37.52766921,"价颇备",2
"2371",17468,127.1186636,37.52759012,"价颇备",2
"2372",17469,127.1186899,37.52763324,"价颇备",2
"2373",17470,127.1188143,37.52783017,"价颇备",2
"2374",17471,127.1188143,37.52783017,"价颇备",2
"2375",17472,127.1089576,37.52884876,"价颇备",2
"2376",17473,127.1092774,37.52901818,"价颇备",2
"2377",17474,127.1089908,37.52884707,"价颇备",2
"2378",17475,127.1091181,37.5287362,"价颇备",2
"2379",17476,127.1087788,37.5286762,"价颇备",2
"2380",17477,127.1093316,37.52907121,"价颇备",2
"2381",17478,127.1094639,37.52922136,"价颇备",2
"2382",17479,127.11011,37.52996338,"价颇备",2
"2383",17480,127.1094879,37.5293998,"价颇备",2
"2384",17481,127.1095783,37.52932483,"价颇备",2
"2385",17482,127.107302,37.5245542,"价颇备",4
"2386",17483,127.1168507,37.52393368,"价颇备",2
"2387",17484,127.1035667,37.52426292,"价颇备",4
"2388",17485,127.1032914,37.52433444,"价颇备",4
"2389",17486,127.1164907,37.52410654,"价颇备",2
"2390",17487,127.1165339,37.52410886,"价颇备",2
"2391",17488,127.1161352,37.54176681,"价颇备",2
"2392",17489,127.1163136,37.54185086,"价颇备",2
"2393",17490,127.1162969,37.54185731,"价颇备",2
"2394",17491,127.1160654,37.54188939,"价颇备",2
"2395",17492,127.1161352,37.54176681,"价颇备",2
"2396",17493,127.1223174,37.53882139,"价颇备",2
"2397",17494,127.1222984,37.53695824,"价颇备",2
"2398",17495,127.1225043,37.53680571,"价颇备",2
"2399",17496,127.1221556,37.53703634,"价颇备",2
"2400",17497,127.1217323,37.53719462,"价颇备",2
"2401",17498,127.1218625,37.537166,"价颇备",2
"2402",17499,127.1154869,37.54182385,"价颇备",2
"2403",17500,127.1152575,37.54067058,"价颇备",2
"2404",17501,127.1152575,37.54067058,"价颇备",2
"2405",17502,127.1205104,37.53085966,"价颇备",2
"2406",17503,127.1207638,37.53170569,"价颇备",2
"2407",17504,127.1225898,37.53679485,"价颇备",2
"2408",17505,127.1225898,37.53679485,"价颇备",2
"2409",17506,127.122546,37.53666962,"价颇备",2
"2410",17507,127.1225686,37.53673414,"价颇备",2
"2411",17508,127.1207315,37.53158914,"价颇备",2
"2412",17509,127.120747,37.53164506,"价颇备",2
"2413",17510,127.1211914,37.53301733,"价颇备",2
"2414",17511,127.1211914,37.53301733,"价颇备",2
"2415",17512,127.1212816,37.53326636,"价颇备",2
"2416",17513,127.121238,37.53314611,"价颇备",2
"2417",17514,127.1212816,37.53326636,"价颇备",2
"2418",17515,127.1213977,37.53356842,"价颇备",2
"2419",17516,127.1213841,37.53353073,"价颇备",2
"2420",17517,127.1214118,37.53360725,"价颇备",2
"2421",17518,127.1216007,37.53410857,"价颇备",2
"2422",17519,127.1216371,37.53420616,"价颇备",2
"2423",17520,127.1216241,37.53417129,"价颇备",2
"2424",17521,127.1217213,37.53440713,"价颇备",2
"2425",17522,127.1217408,37.53446118,"价颇备",2
"2426",17523,127.1217592,37.53451206,"价颇备",2
"2427",17524,127.1220377,37.5352802,"价颇备",2
"2428",17525,127.1220175,37.5352302,"价颇备",2
"2429",17526,127.1220586,37.53533194,"价颇备",2
"2430",17527,127.1220586,37.53533194,"价颇备",2
"2431",17528,127.1224127,37.53629397,"价颇备",2
"2432",17529,127.1223929,37.53623739,"价颇备",2
"2433",17530,127.122427,37.53633485,"价颇备",2
"2434",17531,127.1227291,37.53718807,"价颇备",2
"2435",17532,127.1229115,37.53861668,"价颇备",2
"2436",17533,127.1229115,37.53861668,"价颇备",2
"2437",17534,127.1229115,37.53861668,"价颇备",2
"2438",17535,127.1146928,37.53996231,"价颇备",2
"2439",17536,127.1146928,37.53996231,"价颇备",2
"2440",17537,127.1161227,37.54161009,"价颇备",2
"2441",17538,127.1165163,37.54145013,"价颇备",2
"2442",17539,127.1171082,37.54136033,"价颇备",2
"2443",17540,127.1164231,37.54186699,"价颇备",2
"2444",17541,127.1166873,37.54178735,"价颇备",2
"2445",17542,127.1163982,37.54182884,"价颇备",2
"2446",17543,127.1169928,37.54122901,"价颇备",2
"2447",17544,127.1164709,37.54104502,"价颇备",2
"2448",17545,127.1169928,37.54122901,"价颇备",2
"2449",17546,127.1169928,37.54122901,"价颇备",2
"2450",17547,127.1166098,37.54183434,"价颇备",2
"2451",17548,127.1158131,37.54135956,"价颇备",2
"2452",17549,127.1164709,37.54104502,"价颇备",2
"2453",17550,127.1158131,37.54135956,"价颇备",2
"2454",17551,127.1199355,37.53355685,"价颇备",2
"2455",17552,127.1205799,37.5333764,"价颇备",2
"2456",17553,127.1205799,37.5333764,"价颇备",2
"2457",17554,127.120255,37.53346848,"价颇备",2
"2458",17555,127.1203361,37.53344467,"价颇备",2
"2459",17556,127.1202975,37.533456,"价颇备",2
"2460",17557,127.118658,37.54075863,"价颇备",2
"2461",17558,127.1148971,37.53738642,"价颇备",2
"2462",17559,127.1140514,37.53666566,"价颇备",2
"2463",17560,127.1183772,37.54033512,"价颇备",2
"2464",17561,127.1173811,37.54126509,"价颇备",2
"2465",17562,127.1160964,37.53839853,"价颇备",2
"2466",17563,127.1160747,37.53833207,"价颇备",2
"2467",17564,127.1165811,37.53812531,"价颇备",2
"2468",17565,127.1168764,37.53906171,"价颇备",2
"2469",17566,127.122255,37.53882689,"价颇备",2
"2470",17567,127.1204945,37.53982719,"价颇备",2
"2471",17568,127.1204945,37.53982719,"价颇备",2
"2472",17569,127.121312,37.53929433,"价颇备",2
"2473",17570,127.1209359,37.53731417,"价颇备",2
"2474",17571,127.1213733,37.53727119,"价颇备",2
"2475",17572,127.117403,37.53803875,"价颇备",2
"2476",17573,127.1205931,37.53734745,"价颇备",2
"2477",17574,127.1201152,37.53745379,"价颇备",2
"2478",17575,127.1192396,37.5377392,"价颇备",2
"2479",17576,127.1196316,37.53763512,"价颇备",2
"2480",17577,127.1183969,37.53784946,"价颇备",2
"2481",17578,127.1186579,37.53780601,"价颇备",2
"2482",17579,127.1178678,37.53791899,"价颇备",2
"2483",17580,127.1175217,37.53801086,"价颇备",2
"2484",17581,127.1197723,37.54045425,"价颇备",2
"2485",17582,127.1190992,37.5407619,"价颇备",2
"2486",17583,127.1192752,37.54068821,"价颇备",2
"2487",17584,127.1204578,37.54003512,"价颇备",2
"2488",17585,127.1204578,37.54003512,"价颇备",2
"2489",17586,127.1197665,37.54029091,"价颇备",2
"2490",17587,127.1188147,37.54076698,"价颇备",2
"2491",17588,127.1189678,37.54073185,"价颇备",2
"2492",17589,127.1203606,37.53995449,"价颇备",2
"2493",17590,127.1203606,37.53995449,"价颇备",2
