"X","long","lat","瘤锅林家","cluster"
3834,127.032452,37.6165971,"碍合备",3
3835,127.0363876,37.61886112,"碍合备",3
3836,127.0363876,37.61886112,"碍合备",3
3837,127.0349227,37.61667466,"碍合备",3
3838,127.0349719,37.61673919,"碍合备",3
3839,127.0347307,37.61657087,"碍合备",3
3840,127.0348554,37.61662883,"碍合备",3
3841,127.0349227,37.61667466,"碍合备",3
3842,127.0350608,37.6116996,"碍合备",3
3843,127.035506,37.61192429,"碍合备",3
3844,127.0352067,37.61177284,"碍合备",3
3845,127.0323722,37.61029507,"碍合备",3
3846,127.0312692,37.60971276,"碍合备",3
3847,127.0307577,37.60929878,"碍合备",3
3848,127.0307577,37.60929878,"碍合备",3
3849,127.031348,37.60975351,"碍合备",3
3850,127.0314269,37.60979426,"碍合备",3
3851,127.0348864,37.6116122,"碍合备",3
3852,127.0348864,37.6116122,"碍合备",3
3853,127.0348375,37.61158789,"碍合备",3
3854,127.0346626,37.61148416,"碍合备",3
3855,127.0339127,37.61108269,"碍合备",3
3856,127.0359186,37.6184771,"碍合备",3
3857,127.0362852,37.61904492,"碍合备",3
3858,127.0359186,37.6184771,"碍合备",3
3859,127.0347632,37.61681334,"碍合备",3
3860,127.0348601,37.61689606,"碍合备",3
3861,127.0350605,37.61717836,"碍合备",3
3862,127.0355496,37.61791254,"碍合备",3
3863,127.0359186,37.6184771,"碍合备",3
3864,127.0367948,37.61984905,"碍合备",5
3865,127.0366565,37.61960746,"碍合备",5
3866,127.0341103,37.61663225,"碍合备",3
3867,127.0341103,37.61663225,"碍合备",3
3868,127.0343273,37.61649278,"碍合备",3
3869,127.0345251,37.61652479,"碍合备",3
3870,127.0340304,37.61663006,"碍合备",3
3871,127.0332462,37.6166183,"碍合备",3
3872,127.0334054,37.616622,"碍合备",3
3873,127.0345461,37.61670355,"碍合备",3
3874,127.0360796,37.61840883,"碍合备",3
3875,127.0361879,37.6185692,"碍合备",3
3876,127.0350342,37.61682152,"碍合备",3
3877,127.0357274,37.61786295,"碍合备",3
3878,127.0335344,37.61089232,"碍合备",3
3879,127.0332562,37.61073791,"碍合备",3
3880,127.0326458,37.61042357,"碍合备",3
3881,127.0334158,37.61082593,"碍合备",3
3882,127.0395787,37.61548873,"碍合备",3
3883,127.0388508,37.61471501,"碍合备",3
3884,127.0383593,37.61419178,"碍合备",3
3885,127.0393266,37.61522246,"碍合备",3
3886,127.0390914,37.61496659,"碍合备",3
3887,127.0388508,37.61471501,"碍合备",3
3888,127.0383593,37.61419178,"碍合备",3
3889,127.0372954,37.61299309,"碍合备",3
3890,127.0372051,37.61290532,"碍合备",3
3891,127.0371002,37.61282891,"碍合备",3
3892,127.0367919,37.61262858,"碍合备",3
3893,127.036468,37.61244039,"碍合备",3
3894,127.0364274,37.61241906,"碍合备",3
3895,127.0374841,37.61321983,"碍合备",3
